Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
1071;PL-2020-086055;krytyczny;14.10.2020;16.10.2020;standardowy;opakowanie;biuro;£ukasz Ciesiecka;K02200;po³udniowo-zachodni;dolnoœl¹skie;¯arów;58-130;Artyku³y biurowe;Sztuka;Newell 333;19,46;7;0;5,0596
1072;PL-2020-086055;niski;14.10.2020;15.10.2020;ekspresowy;ma³e pude³ko;biuro;Ma³gorzata Kruszewski;K02200;po³udniowo-zachodni;dolnoœl¹skie;¯arów;58-130;Artyku³y biurowe;Papier;Xerox 1881;29,472;3;0,2;9,9468
1079;PL-2020-086185;wysoki;13.04.2020;15.04.2020;standardowy;œrednie pude³ko;korporacja;Edward Œlêga;K02746;wschodni;œwiêtokrzyskie;Obrazów;27-641;Artyku³y biurowe;Magazynowanie;Sterilite Officeware Hinged File Box;31,44;3;0;8,4888
1080;PL-2020-086185;niski;13.04.2020;14.04.2020;ekspresowy;ma³e pude³ko;korporacja;Marek Seweryñczyk;K02746;wschodni;œwiêtokrzyskie;Obrazów;27-641;Artyku³y biurowe;Segregatory;Avery Printable Repositionable Plastic Tabs;6,88;1;0,2;2,322
1081;PL-2020-086185;krytyczny;13.04.2020;15.04.2020;kolejowy;paleta;korporacja;Lech Musia³;K02746;wschodni;œwiêtokrzyskie;Obrazów;27-641;Artyku³y biurowe;Papier;Easy-staple paper;19,92;4;0;9,3624
1082;PL-2020-086185;wysoki;13.04.2020;14.04.2020;ekspresowy;opakowanie;korporacja;Andrzej Klimczak;K02746;wschodni;œwiêtokrzyskie;Obrazów;27-641;Meble;Krzes³a;Global High-Back Leather Tilter, Burgundy;1106,91;9;0;121,7601
1083;PL-2020-087739;niski;10.02.2020;11.02.2020;kolejowy;paleta;ma³a firma;Bartosz Twardowski;K00479;wschodni;podkarpackie;Grodzisko Dolne;37-306;Meble;Sto³y;Chromcraft Round Conference Tables;836,592;8;0,4;-264,9208
1085;PL-2020-087739;krytyczny;10.02.2020;12.02.2020;standardowy;ma³e pude³ko;ma³a firma;Bogdan Miko³ajczyk;K00479;wschodni;podkarpackie;Grodzisko Dolne;37-306;Artyku³y biurowe;Magazynowanie;Adjustable Depth Letter/Legal Cart;362,92;2;0;105,2468
1086;PL-2020-087358;krytyczny;23.06.2020;30.06.2020;standardowy;ma³e pude³ko;korporacja;Halina Oziemb³o;K00508;pó³nocny;pomorskie;Czarna Woda;83-262;Technologia;Maszyny;Ativa V4110MDD Micro-Cut Shredder;4899,93;7;0;2400,9657
1097;PL-2020-086876;krytyczny;28.03.2020;30.03.2020;standardowy;ma³e pude³ko;korporacja;Isadora Waszkiewicz;K02011;centralny;mazowieckie;Stanis³awów;96-314;Artyku³y biurowe;Segregatory;GBC Recycled VeloBinder Covers;35,784;7;0,7;-28,6272
1098;PL-2020-086876;nieokreœlony;28.03.2020;30.03.2020;standardowy;ma³e pude³ko;korporacja;Marek Wiercioch;K02011;centralny;mazowieckie;Stanis³awów;96-314;Meble;Sto³y;Hon 4060 Series Tables;447,84;5;0,2;11,196
1102;PL-2020-088005;niski;09.02.2020;11.02.2020;kolejowy;wielkie pud³o;korporacja;Jacek Stawniak;K01492;centralny;³ódzkie;BrzeŸnio;98-275;Artyku³y biurowe;Sztuka;Newell 346;8,64;3;0;2,5056
1110;PL-2020-088352;niski;30.12.2020;16.01.2021;standardowy;ma³e pude³ko;korporacja;Magdalena Topa;K02088;po³udniowo-zachodni;dolnoœl¹skie;Pieszyce;58-250;Artyku³y biurowe;Koperty;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13;40,968;3;0,2;13,8267
1111;PL-2020-089439;krytyczny;31.05.2020;05.06.2020;standardowy;ma³e pude³ko;korporacja;Andrzej Borkowski;K02237;po³udniowy;ma³opolskie;Myœlenice;32-400;Technologia;Telefony;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;71,96;5;0,2;25,186
1112;PL-2020-086861;œredni;11.11.2020;13.11.2020;standardowy;worek;korporacja;Ewelina Grosiak;K03112;po³udniowy;ma³opolskie;Kalwaria Zebrzydowska;34-130;Artyku³y biurowe;Papier;Xerox 1905;10,368;2;0,2;3,6288
1120;PL-2020-086270;krytyczny;28.05.2020;29.05.2020;standardowy;ma³e pude³ko;biuro;Krystyna Wróblewski;K00256;centralny;mazowieckie;Przytyk;26-650;Artyku³y biurowe;Papier;"Ampad Evidence Wirebond Steno Books, 6"" x 9""";4,36;2;0;2,0492
1121;PL-2020-086270;krytyczny;28.05.2020;29.05.2020;ekspresowy;ma³e pude³ko;biuro;Krzysztof Czerwiñska;K00256;centralny;mazowieckie;Przytyk;26-650;Artyku³y biurowe;Koperty;Security-Tint Envelopes;15,28;2;0;7,4872
1122;PL-2020-089167;nieokreœlony;10.06.2020;11.06.2020;standardowy;ma³e pude³ko;korporacja;Tomasz Kryger;K00314;pó³nocno-zachodni;zachodniopomorskie;Boleszkowice;74-407;Technologia;Telefony;Apple iPhone 5C;699,93;7;0;181,9818
1124;PL-2020-089444;krytyczny;02.10.2020;05.10.2020;standardowy;ma³e pude³ko;ma³a firma;Micha³ Krefft;K01206;centralny;³ódzkie;Drzewica;26-340;Meble;Umeblowanie;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;38,6;4;0;11,58
1125;PL-2020-089444;niski;02.10.2020;04.10.2020;standardowy;worek;ma³a firma;Ryszarda Grzyb;K01206;centralny;³ódzkie;Drzewica;26-340;Artyku³y biurowe;Sztuka;Newell 327;6,63;3;0;1,7901
1134;PL-2020-089457;œredni;02.10.2020;05.10.2020;kolejowy;wielkie pud³o;biuro;Tadeusz Go³uchowski;K01966;pó³nocny;kujawsko-pomorskie;Œwiecie;86-105;Artyku³y biurowe;Magazynowanie;Eldon Base for stackable storage shelf, platinum;124,608;4;0,2;-23,364
1140;PL-2020-086235;wysoki;09.05.2020;10.05.2020;standardowy;œrednie pude³ko;biuro;Magdalena G³¹b;K03275;pó³nocny;pomorskie;Krynica Morska;82-120;Artyku³y biurowe;Sztuka;Newell 332;20,58;7;0;5,5566
1141;PL-2020-086235;krytyczny;09.05.2020;12.05.2020;standardowy;ma³e pude³ko;biuro;Stanis³aw Kurkowiak;K03275;pó³nocny;pomorskie;Krynica Morska;82-120;Artyku³y biurowe;Segregatory;Cardinal Slant-D Ring Binders;17,38;2;0;8,69
1142;PL-2020-087778;œredni;14.10.2020;16.10.2020;standardowy;du¿e pude³ko;korporacja;El¿bieta Wolny;K02592;po³udniowy;ma³opolskie;D¹browa Tarnowska;33-200;Meble;Umeblowanie;Luxo Professional Combination Clamp-On Lamps;204,6;2;0;53,196
1143;PL-2020-087778;niski;14.10.2020;15.10.2020;standardowy;ma³e pude³ko;korporacja;Karolina Plichta;K02592;po³udniowy;ma³opolskie;D¹browa Tarnowska;33-200;Artyku³y biurowe;£¹czniki;Stockwell Push Pins;8,72;4;0;2,8776
1145;PL-2020-087638;œredni;10.10.2020;11.10.2020;standardowy;opakowanie;osoba fizyczna;Janusz Zaucha;K02883;centralny;³ódzkie;Buczek;95-060;Technologia;Maszyny;Star Micronics TSP800 TSP847IIU Receipt Printer;686,32;2;0,2;223,054
1150;PL-2020-089482;niski;12.02.2020;14.02.2020;standardowy;ma³e pude³ko;ma³a firma;Leszek Maœlij;K02740;wschodni;lubelskie;Wojcieszków;21-411;Technologia;Telefony;Shocksock Galaxy S4 Armband;10,95;1;0;0,438
1156;PL-2020-089499;krytyczny;07.12.2020;09.12.2020;standardowy;ma³e pude³ko;osoba fizyczna;Piotr Kêpa;K02825;wschodni;lubelskie;Wojcieszków;21-411;Meble;Sto³y;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";2244,48;7;0;493,7856
1178;PL-2020-089565;nieokreœlony;29.05.2020;07.06.2020;ekspresowy;ma³e pude³ko;korporacja;Eliza Hubicka;K03238;po³udniowy;ma³opolskie;Szczawnica;34-460;Meble;Krzes³a;Harbour Creations Steel Folding Chair;172,5;2;0;51,75
1182;PL-2020-089593;nieokreœlony;22.04.2020;25.04.2020;standardowy;worek;ma³a firma;Sylwia Czaplewski;K01216;po³udniowo-zachodni;opolskie;Korfantów;48-317;Artyku³y biurowe;Sztuka;OIC #2 Pencils, Medium Soft;3,76;2;0;1,0904
1183;PL-2020-089593;niski;22.04.2020;22.04.2020;standardowy;ma³e pude³ko;ma³a firma;Marek Sójka;K01216;po³udniowo-zachodni;opolskie;Korfantów;48-317;Artyku³y biurowe;Koperty;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;21,744;1;0,2;7,3386
1184;PL-2020-088816;œredni;07.04.2020;07.04.2020;kolejowy;wielkie pud³o;korporacja;Damian Ry³yk;K02649;po³udniowo-zachodni;dolnoœl¹skie;Kostom³oty;55-300;Technologia;Telefony;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;7,92;5;0,2;0,693
1185;PL-2020-088816;nieokreœlony;07.04.2020;12.04.2020;standardowy;œrednie pude³ko;korporacja;W³adys³aw ¯ó³towski;K02649;po³udniowo-zachodni;dolnoœl¹skie;Kostom³oty;55-300;Artyku³y biurowe;Segregatory;Peel & Stick Add-On Corner Pockets;12,096;7;0,2;4,2336
1186;PL-2020-088648;krytyczny;15.03.2020;16.03.2020;standardowy;worek;korporacja;Dorota Seku³a;K00577;centralny;mazowieckie;Ceg³ów;05-319;Artyku³y biurowe;Magazynowanie;"Carina 42""Hx23 3/4""W Media Storage Unit";485,88;6;0;9,7176
1187;PL-2020-088648;nieokreœlony;15.03.2020;17.03.2020;standardowy;ma³e pude³ko;korporacja;Tadeusz Pawluk;K00588;pó³nocny;pomorskie;Ko³czyg³owy;77-140;Artyku³y biurowe;Papier;Xerox 220;25,92;4;0;12,4416
1188;PL-2020-088648;wysoki;15.03.2020;17.03.2020;kolejowy;paleta;korporacja;Krzysztof Saja;K00576;po³udniowy;œl¹skie;Myszków;42-300;Artyku³y biurowe;Magazynowanie;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;197,58;2;0;53,3466
1190;PL-2020-089598;niski;17.09.2020;17.09.2020;kolejowy;paleta;osoba fizyczna;Miros³aw Frankowski;K01360;centralny;mazowieckie;Siennica;05-190;Technologia;Telefony;Toshiba IPT2010-SD IP Telephone;889,536;8;0,2;66,7152
1191;PL-2020-088445;œredni;21.09.2020;23.09.2020;standardowy;ma³e pude³ko;ma³a firma;Edyta Wancisiewicz;K01734;wschodni;podkarpackie;Sko³yszyn;38-242;Meble;Krzes³a;GuestStacker Chair with Chrome Finish Legs;892,224;3;0,2;89,2224
1192;PL-2020-088445;niski;21.09.2020;23.09.2020;standardowy;ma³e pude³ko;ma³a firma;Bogus³aw Jasiak;K01734;wschodni;podkarpackie;Sko³yszyn;38-242;Artyku³y biurowe;Papier;Xerox 1908;223,92;4;0;109,7208
1193;PL-2020-087956;niski;21.11.2020;23.11.2020;standardowy;worek;osoba fizyczna;Wanda Karnia;K00637;pó³nocno-zachodni;wielkopolskie;Ko³o;62-600;Artyku³y biurowe;Papier;Xerox 1924;23,12;4;0;11,3288
1194;PL-2020-087956;niski;21.11.2020;23.11.2020;standardowy;ma³e pude³ko;osoba fizyczna;Tomasz Lepa;K00637;pó³nocno-zachodni;wielkopolskie;Ko³o;62-600;Artyku³y biurowe;Papier;Xerox 21;15,552;3;0,2;5,4432
1209;PL-2020-089636;œredni;11.12.2020;13.12.2020;ekspresowy;ma³e pude³ko;biuro;Miros³aw Ogrodziñski;K01096;po³udniowy;ma³opolskie;Zakliczyn;32-406;Artyku³y biurowe;£¹czniki;Ideal Clamps;14,07;7;0;6,8943
1210;PL-2020-086681;niski;06.03.2020;08.03.2020;kolejowy;paleta;osoba fizyczna;Marcin Dobrowolski;K02231;pó³nocny;warmiñsko-mazurskie;Mor¹g;14-300;Artyku³y biurowe;Sztuka;Newell 315;41,86;7;0;10,465
1211;PL-2020-086681;wysoki;06.03.2020;08.03.2020;standardowy;opakowanie;osoba fizyczna;Andrzej Petryszyn;K02232;centralny;³ódzkie;B³aszki;98-235;Artyku³y biurowe;Segregatory;Pressboard Data Binders by Wilson Jones;8,544;2;0,2;2,8836
1214;PL-2020-086471;krytyczny;05.05.2020;05.05.2020;standardowy;opakowanie;biuro;Piotr Kiper;K01487;wschodni;lubelskie;Dzierzkowice;23-251;Artyku³y biurowe;Segregatory;Wilson Jones Standard D-Ring Binders;3,036;2;0,7;-2,3276
1230;PL-2020-088175;wysoki;12.01.2020;13.01.2020;ekspresowy;opakowanie;ma³a firma;Wojciech Adamiuk;K00672;po³udniowo-zachodni;dolnoœl¹skie;Kobierzyce;55-040;Meble;Umeblowanie;Dax Clear Box Frame;8,73;1;0;2,9682
1243;PL-2020-089118;krytyczny;03.02.2020;04.02.2020;standardowy;ma³e pude³ko;korporacja;Zuzanna Falandysz;K01163;pó³nocno-zachodni;zachodniopomorskie;Drawsko Pomorskie;78-500;Artyku³y biurowe;Segregatory;GBC DocuBind P100 Manual Binding Machine;398,352;3;0,2;124,485
1256;PL-2020-089573;œredni;07.05.2020;08.05.2020;kolejowy;wielkie pud³o;ma³a firma;Zbigniew Latuszek;K02268;wschodni;lubelskie;Serokomla;21-413;Meble;Umeblowanie;Westinghouse Clip-On Gooseneck Lamps;6,696;1;0,2;0,5022
1257;PL-2020-089717;nieokreœlony;22.03.2020;23.03.2020;standardowy;ma³e pude³ko;korporacja;Anna Cybulski;K03148;wschodni;lubelskie;Uœcimów;21-109;Meble;Umeblowanie;Howard Miller Distant Time Traveler Alarm Clock;43,872;2;0,2;11,5164
1264;PL-2020-089724;krytyczny;08.08.2020;12.08.2020;standardowy;ma³e pude³ko;ma³a firma;Anna Bodnar;K02497;centralny;³ódzkie;Wieluñ;98-300;Technologia;Telefony;Plantronics Cordless Phone Headset with In-line Volume - M214C;69,9;2;0;18,873
1276;PL-2020-087273;niski;23.12.2020;24.12.2020;standardowy;ma³e pude³ko;ma³a firma;Tomasz Stasiak;K03328;wschodni;lubelskie;Zalesie;21-020;Artyku³y biurowe;Papier;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);14,352;3;0,2;5,2026
1287;PL-2020-086569;nieokreœlony;22.11.2020;22.11.2020;standardowy;du¿e pude³ko;biuro;Ryszard Brzostko;K00945;wschodni;lubelskie;Spiczyn;21-077;Artyku³y biurowe;Sztuka;Colorific Watercolor Pencils;15,48;3;0;4,4892
1290;PL-2020-087774;niski;18.01.2020;19.01.2020;standardowy;ma³e pude³ko;korporacja;Adam Iwañczyk;K02593;po³udniowy;ma³opolskie;Ropa;38-312;Artyku³y biurowe;Sztuka;BIC Liqua Brite Liner;20,82;3;0;7,4952
1291;PL-2020-087774;wysoki;18.01.2020;19.01.2020;standardowy;ma³e pude³ko;korporacja;Krzysztof Rakowski;K02593;po³udniowy;ma³opolskie;Ropa;38-312;Artyku³y biurowe;Segregatory;"ACCOHIDE 3-Ring Binder, Blue, 1""";13,216;4;0,2;4,4604
1312;PL-2020-089302;œredni;27.02.2020;29.02.2020;standardowy;ma³e pude³ko;osoba fizyczna;Krzysztof Pierœcionek;K02444;pó³nocny;kujawsko-pomorskie;Baruchowo;87-821;Artyku³y biurowe;Etykiety;Avery 517;3,69;1;0;1,7343
1313;PL-2020-089302;œredni;27.02.2020;06.03.2020;standardowy;ma³e pude³ko;osoba fizyczna;Zyta Miko³ajek;K02440;po³udniowo-zachodni;dolnoœl¹skie;Niemcza;58-230;Artyku³y biurowe;Etykiety;Avery 477;122,12;4;0;56,1752
1316;PL-2020-089821;niski;10.11.2020;11.11.2020;standardowy;œrednie pude³ko;osoba fizyczna;Dawid Jezierski;K01955;pó³nocny;warmiñsko-mazurskie;Srokowo;11-420;Meble;Umeblowanie;"Seth Thomas 12"" Clock w/ Goldtone Case";183,84;8;0;62,5056
1317;PL-2020-089821;wysoki;10.11.2020;11.11.2020;standardowy;opakowanie;osoba fizyczna;Andrzej Pietrzela;K01957;wschodni;podkarpackie;B³a¿owa;36-030;Artyku³y biurowe;Zaopatrzenie;Premier Electric Letter Opener;579,3;5;0;28,965
1321;PL-2020-089177;krytyczny;07.03.2020;08.03.2020;standardowy;ma³e pude³ko;ma³a firma;Teresa Barnik;K02196;wschodni;lubelskie;Jastków;21-002;Artyku³y biurowe;Segregatory;Fellowes Black Plastic Comb Bindings;5,229;3;0,7;-4,1832
1325;PL-2020-087470;krytyczny;09.10.2020;10.10.2020;standardowy;ma³e pude³ko;osoba fizyczna;Adam Rowiñski;K02092;pó³nocno-zachodni;zachodniopomorskie;Trzciñsko-Zdrój;74-510;Artyku³y biurowe;Magazynowanie;Decoflex Hanging Personal Folder File, Blue;46,26;3;0;12,4902
1326;PL-2020-087470;niski;09.10.2020;11.10.2020;standardowy;ma³e pude³ko;osoba fizyczna;Marzanna Luter;K02092;pó³nocno-zachodni;zachodniopomorskie;Trzciñsko-Zdrój;74-510;Artyku³y biurowe;Segregatory;Fellowes Presentation Covers for Comb Binding Machines;17,46;6;0,8;-30,555
1327;PL-2020-089739;wysoki;07.06.2020;09.06.2020;ekspresowy;ma³e pude³ko;ma³a firma;Grzegorz Wysocka;K00685;pó³nocno-zachodni;wielkopolskie;Rychtal;63-630;Meble;Umeblowanie;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;51,072;6;0,2;5,1072
1328;PL-2020-089739;œredni;07.06.2020;09.06.2020;standardowy;opakowanie;ma³a firma;Czes³aw Florek;K00685;pó³nocno-zachodni;wielkopolskie;Rychtal;63-630;Artyku³y biurowe;Papier;Xerox 188;11,34;1;0;5,5566
1331;PL-2020-087046;œredni;14.11.2020;15.11.2020;standardowy;du¿e pude³ko;korporacja;Marek Rokosz;K02999;pó³nocno-zachodni;zachodniopomorskie;Rymañ;78-125;Technologia;Telefony;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;2,97;1;0,4;-0,6435
1332;PL-2020-087046;nieokreœlony;14.11.2020;16.11.2020;standardowy;ma³e pude³ko;korporacja;Magdalena Ejsmont;K02999;pó³nocno-zachodni;zachodniopomorskie;Rymañ;78-125;Artyku³y biurowe;Magazynowanie;Advantus Rolling Storage Box;27,44;2;0,2;2,401
1333;PL-2020-087046;œredni;14.11.2020;15.11.2020;standardowy;ma³e pude³ko;korporacja;Tomasz Andrejczuk;K02999;pó³nocno-zachodni;zachodniopomorskie;Rymañ;78-125;Artyku³y biurowe;Segregatory;Wilson Jones Easy Flow II Sheet Lifters;1,08;3;0,8;-1,728
1344;PL-2020-087118;wysoki;05.01.2020;09.01.2020;standardowy;ma³e pude³ko;osoba fizyczna;Janina Molcan;K02033;wschodni;podlaskie;Zab³udów;16-060;Artyku³y biurowe;Sztuka;Boston 16701 Slimline Battery Pencil Sharpener;47,82;3;0;14,346
1345;PL-2020-087118;nieokreœlony;05.01.2020;07.01.2020;standardowy;opakowanie;osoba fizyczna;Marian Karczewski;K02033;wschodni;podlaskie;Zab³udów;16-060;Artyku³y biurowe;Etykiety;Avery 494;13,05;5;0;6,003
1346;PL-2020-087118;nieokreœlony;05.01.2020;10.01.2020;standardowy;ma³e pude³ko;osoba fizyczna;Arkadiusz Kusyk;K02033;wschodni;podlaskie;Zab³udów;16-060;Artyku³y biurowe;Urz¹dzenia;Bionaire Personal Warm Mist Humidifier/Vaporizer;93,78;2;0;36,5742
1352;PL-2020-089870;krytyczny;23.12.2020;27.12.2020;kolejowy;paleta;ma³a firma;Karolina Biernat;K02305;centralny;mazowieckie;Go³ymin-Oœrodek;06-420;Artyku³y biurowe;Magazynowanie;Hanging Personal Folder File;31,4;2;0;7,85
1358;PL-2020-089881;nieokreœlony;25.05.2020;26.05.2020;ekspresowy;ma³e pude³ko;ma³a firma;Ryszard Staszko;K03084;pó³nocny;pomorskie;Jastarnia;84-140;Artyku³y biurowe;Papier;Xerox 1909;79,14;3;0;36,4044
1359;PL-2020-087655;niski;13.11.2020;14.11.2020;standardowy;opakowanie;korporacja;Krystyna Korgul;K00023;wschodni;œwiêtokrzyskie;Miedziana Góra;26-085;Meble;Umeblowanie;DAX Value U-Channel Document Frames, Easel Back;1,988;1;0,6;-1,4413
1360;PL-2020-087655;œredni;13.11.2020;14.11.2020;standardowy;ma³e pude³ko;korporacja;Miros³aw Pry³owska;K00023;wschodni;œwiêtokrzyskie;Miedziana Góra;26-085;Meble;Krzes³a;Leather Task Chair, Black;145,568;2;0,2;0
1365;PL-2020-086260;nieokreœlony;28.06.2020;29.06.2020;ekspresowy;ma³e pude³ko;osoba fizyczna;Antoni Olszacka;K02207;pó³nocno-zachodni;zachodniopomorskie;£obez;73-150;Technologia;Maszyny;DYMO CardScan Personal V9 Business Card Scanner;95,994;2;0,7;-63,996
1370;PL-2020-089905;œredni;22.08.2020;22.08.2020;standardowy;œrednie pude³ko;biuro;Krzysztof Majewska;K03081;wschodni;podlaskie;Sejny;16-500;Meble;Rega³y;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;590,058;7;0,7;-786,744
1381;PL-2020-089924;nieokreœlony;21.05.2020;22.05.2020;standardowy;opakowanie;ma³a firma;Marek Jankowska;K00080;pó³nocno-zachodni;zachodniopomorskie;Tychowo;78-220;Artyku³y biurowe;Segregatory;Ibico Standard Transparent Covers;13,184;1;0,2;4,7792
1382;PL-2020-089924;œredni;21.05.2020;22.05.2020;standardowy;ma³e pude³ko;ma³a firma;Joanna Opar;K00080;pó³nocno-zachodni;zachodniopomorskie;Tychowo;78-220;Meble;Umeblowanie;"Tenex ""The Solids"" Textured Chair Mats";83,952;3;0,6;-90,2484
1383;PL-2020-089924;niski;21.05.2020;23.05.2020;kolejowy;wielkie pud³o;ma³a firma;Rafa³ Pawelec;K00080;pó³nocno-zachodni;zachodniopomorskie;Tychowo;78-220;Artyku³y biurowe;Magazynowanie;"Carina 42""Hx23 3/4""W Media Storage Unit";80,98;1;0;1,6196
1384;PL-2020-088734;wysoki;31.08.2020;02.09.2020;kolejowy;paleta;korporacja;Andrzej Rylowski;K01389;wschodni;podkarpackie;Ulanów;37-410;Artyku³y biurowe;Papier;White Computer Printout Paper by Universal;348,84;9;0;170,9316
1386;PL-2020-089911;niski;16.05.2020;18.05.2020;ekspresowy;ma³e pude³ko;osoba fizyczna;Kazimierz Sokó³;K00799;centralny;mazowieckie;Chorzele;06-330;Meble;Umeblowanie;Eldon 200 Class Desk Accessories, Black;18,84;3;0;7,1592
1414;PL-2020-087196;krytyczny;09.03.2020;11.03.2020;standardowy;du¿e pude³ko;korporacja;Barbara Koœciñska;K01726;pó³nocno-zachodni;wielkopolskie;Wysoka;89-320;Artyku³y biurowe;Segregatory;GBC Recycled Regency Composition Covers;334,768;7;0,2;108,7996
1428;PL-2020-087278;œredni;07.09.2020;09.09.2020;kolejowy;paleta;korporacja;Dorota Bajko;K00336;pó³nocno-zachodni;zachodniopomorskie;Tuczno;78-640;Artyku³y biurowe;Koperty;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;14,75;5;0;7,08
1429;PL-2020-087278;wysoki;07.09.2020;07.09.2020;standardowy;ma³e pude³ko;korporacja;Wojciech Gil;K00336;pó³nocno-zachodni;zachodniopomorskie;Tuczno;78-640;Artyku³y biurowe;Segregatory;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";29,8;5;0,2;9,3125
1430;PL-2020-087278;œredni;07.09.2020;07.09.2020;standardowy;ma³e pude³ko;korporacja;Arletta Kuczyñska;K00336;pó³nocno-zachodni;zachodniopomorskie;Tuczno;78-640;Artyku³y biurowe;Etykiety;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;427,42;14;0;196,6132
1431;PL-2020-089971;wysoki;09.04.2020;12.04.2020;standardowy;ma³e pude³ko;ma³a firma;Jerzy Korbus;K02223;centralny;mazowieckie;Drobin;09-210;Technologia;Telefony;Motorola L804;220,752;8;0,4;-40,4712
1441;PL-2020-088377;wysoki;29.02.2020;06.03.2020;standardowy;ma³e pude³ko;ma³a firma;El¿bieta Zieliñska;K01507;pó³nocny;kujawsko-pomorskie;Mrocza;89-115;Artyku³y biurowe;Papier;Xerox 1948;39,96;4;0;17,982
1442;PL-2020-088377;œredni;29.02.2020;05.03.2020;standardowy;ma³e pude³ko;ma³a firma;Irena Jaroszewicz;K01507;pó³nocny;kujawsko-pomorskie;Mrocza;89-115;Artyku³y biurowe;Segregatory;Deluxe Heavy-Duty Vinyl Round Ring Binder;36,672;2;0,2;11,46
1451;PL-2020-088427;niski;12.09.2020;13.09.2020;standardowy;opakowanie;korporacja;Marzena Andrzejak;K00052;pó³nocny;warmiñsko-mazurskie;Tolkmicko;82-340;Artyku³y biurowe;Segregatory;Wilson Jones DublLock D-Ring Binders;2,025;1;0,7;-1,35
1458;PL-2020-090028;niski;13.05.2020;15.05.2020;standardowy;ma³e pude³ko;biuro;Maria Landowski;K00528;po³udniowy;œl¹skie;Koszarawa;34-332;Artyku³y biurowe;Segregatory;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;52,2;9;0;23,49
1459;PL-2020-090028;wysoki;13.05.2020;13.05.2020;standardowy;ma³e pude³ko;biuro;Robert Kruk;K00528;po³udniowy;œl¹skie;Koszarawa;34-332;Artyku³y biurowe;Etykiety;Avery 499;15,936;4;0,2;5,1792
1460;PL-2020-090028;krytyczny;13.05.2020;15.05.2020;standardowy;opakowanie;biuro;El¿bieta Sapieha;K00528;po³udniowy;œl¹skie;Koszarawa;34-332;Meble;Umeblowanie;DAX Wood Document Frame;27,46;2;0;9,8856
1461;PL-2020-090028;nieokreœlony;13.05.2020;15.05.2020;standardowy;opakowanie;biuro;Jaros³aw Rzepczak;K00526;pó³nocno-zachodni;zachodniopomorskie;Koszalin;75-669;Artyku³y biurowe;Segregatory;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;55,424;2;0,2;19,3984
1462;PL-2020-089458;œredni;12.10.2020;13.10.2020;standardowy;opakowanie;biuro;W³adys³aw Kowalczyk;K01966;pó³nocny;kujawsko-pomorskie;Œwiecie;86-105;Meble;Sto³y;Chromcraft Round Conference Tables;244,006;2;0,3;-31,3722
1469;PL-2020-090033;krytyczny;22.04.2020;26.04.2020;standardowy;worek;ma³a firma;Dominik Kardyna³;K00017;po³udniowo-zachodni;dolnoœl¹skie;G³uszyca;58-340;Meble;Krzes³a;Global Executive Mid-Back Manager's Chair;872,94;3;0;226,9644
1488;PL-2020-089811;nieokreœlony;02.12.2020;03.12.2020;ekspresowy;worek;korporacja;Sebastian Gawrysiak;K03128;centralny;mazowieckie;Ciechanów;06-400;Technologia;Akcesoria;Logitech Trackman Marble Mouse;89,97;3;0;37,7874
1489;PL-2020-088116;niski;09.08.2020;09.08.2020;standardowy;ma³e pude³ko;osoba fizyczna;Ma³gorzata Dziadul;K02728;po³udniowo-zachodni;dolnoœl¹skie;K³odzko;57-300;Meble;Umeblowanie;Coloredge Poster Frame;42,6;3;0;16,614
1500;PL-2020-087089;wysoki;14.02.2020;21.02.2020;standardowy;ma³e pude³ko;korporacja;Edyta Jarczak;K01410;po³udniowo-zachodni;opolskie;Nysa;48-304;Artyku³y biurowe;Papier;Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page;16,056;3;0,2;5,8203
1501;PL-2020-090055;œredni;09.08.2020;10.08.2020;standardowy;ma³e pude³ko;biuro;Wies³aw Konczak;K02918;po³udniowy;œl¹skie;Piekary Œl¹skie;41-943;Artyku³y biurowe;Papier;Xerox 197;223,056;9;0,2;69,705
