Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
1965;PL-2022-087326;nieokreœlony;11.05.2022;15.05.2022;standardowy;ma³e pude³ko;korporacja;Monika Rutkowska;K02854;po³udniowo-zachodni;dolnoœl¹skie;Leœna;57-343;Artyku³y biurowe;Magazynowanie;Fellowes Stor/Drawer Steel Plus Storage Drawers;286,29;3;0;17,1774
1966;PL-2022-088458;œredni;14.08.2022;15.08.2022;standardowy;ma³e pude³ko;osoba fizyczna;Ewa Jakubiak;K02405;pó³nocny;kujawsko-pomorskie;Choceñ;87-850;Artyku³y biurowe;Urz¹dzenia;Acco 6 Outlet Guardian Standard Surge Suppressor;24,18;2;0;7,254
1967;PL-2022-088458;krytyczny;14.08.2022;15.08.2022;standardowy;ma³e pude³ko;osoba fizyczna;Stanis³aw Stachniuk;K02406;po³udniowo-zachodni;dolnoœl¹skie;L¹dek-Zdrój;57-540;Technologia;Telefony;Jabra SPEAK 410;281,97;3;0;78,9516
1968;PL-2022-089133;wysoki;18.07.2022;19.07.2022;standardowy;œrednie pude³ko;biuro;Izabela Steckiewicz;K03035;wschodni;podkarpackie;Rymanów;38-480;Artyku³y biurowe;Zaopatrzenie;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";69,5;5;0;20,155
1973;PL-2022-090350;krytyczny;04.09.2022;05.09.2022;standardowy;opakowanie;korporacja;Bo¿ena Ostrowski;K00386;centralny;mazowieckie;Gielniów;26-434;Artyku³y biurowe;Segregatory;Avery Heavy-Duty EZD View Binder with Locking Rings;5,104;4;0,8;-8,6768
1974;PL-2022-090350;niski;04.09.2022;04.09.2022;standardowy;opakowanie;korporacja;Andrzej Lemczak;K00386;centralny;mazowieckie;Gielniów;26-434;Artyku³y biurowe;£¹czniki;Assorted Color Push Pins;2,896;2;0,2;0,4706
1975;PL-2022-090143;wysoki;17.11.2022;22.11.2022;standardowy;ma³e pude³ko;korporacja;Patrycja Œwi¹tczak;K01088;po³udniowo-zachodni;dolnoœl¹skie;Zgorzelec;59-900;Technologia;Akcesoria;Belkin Standard 104 key USB Keyboard;35,016;3;0,2;-2,1885
1982;PL-2022-086419;œredni;17.06.2022;19.06.2022;standardowy;du¿e pude³ko;osoba fizyczna;Miros³aw Michalska;K01108;centralny;mazowieckie;Ró¿an;06-230;Artyku³y biurowe;Segregatory;3-ring staple pack;3,76;2;0;1,8048
1988;PL-2022-087509;nieokreœlony;07.01.2022;10.01.2022;standardowy;worek;osoba fizyczna;Dorota Nowy;K02643;centralny;mazowieckie;Stromiec;26-804;Artyku³y biurowe;Segregatory;Binder Posts;17,22;3;0;7,9212
2004;PL-2022-090622;œredni;10.03.2022;10.03.2022;standardowy;ma³e pude³ko;osoba fizyczna;Bo¿ena Mechliñski;K01718;pó³nocno-zachodni;wielkopolskie;L¹dek;62-406;Meble;Krzes³a;Global Value Mid-Back Manager's Chair, Gray;304,45;5;0;76,1125
2005;PL-2022-087468;wysoki;10.08.2022;10.08.2022;standardowy;ma³e pude³ko;korporacja;Roman Cha³at;K00169;po³udniowy;œl¹skie;Œwiêtoch³owice;41-600;Artyku³y biurowe;Segregatory;Flexible Leather- Look Classic Collection Ring Binder;11,364;3;0,8;-17,046
2008;PL-2022-087098;niski;04.12.2022;05.12.2022;standardowy;worek;korporacja;Magdalena Olejniczak;K01410;po³udniowo-zachodni;opolskie;Nysa;48-304;Meble;Rega³y;O'Sullivan Elevations Bookcase, Cherry Finish;183,372;2;0,3;-36,6744
2009;PL-2022-087098;niski;04.12.2022;04.12.2022;standardowy;ma³e pude³ko;korporacja;Mieczys³aw Chrz¹szcz;K01410;po³udniowo-zachodni;opolskie;Nysa;48-304;Artyku³y biurowe;Sztuka;Newell 310;4,224;3;0,2;0,4752
2010;PL-2022-090627;nieokreœlony;19.05.2022;20.05.2022;standardowy;opakowanie;biuro;Sandro Maraszek;K02690;wschodni;lubelskie;Zwierzyniec;22-304;Artyku³y biurowe;Urz¹dzenia;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";333,056;2;0,2;29,1424
2011;PL-2022-089271;nieokreœlony;31.08.2022;03.09.2022;ekspresowy;ma³e pude³ko;ma³a firma;Miros³aw Hat³as;K00823;centralny;mazowieckie;Halinów;05-074;Artyku³y biurowe;Papier;Southworth 100% Résumé Paper, 24lb.;24,896;4;0,2;7,78
2012;PL-2022-087255;niski;18.08.2022;22.08.2022;standardowy;ma³e pude³ko;osoba fizyczna;Roman Nowak;K01749;centralny;mazowieckie;Zielonka;05-220;Technologia;Akcesoria;Logitech Wireless Performance Mouse MX for PC and Mac;159,984;2;0,2;35,9964
2013;PL-2022-090067;nieokreœlony;15.01.2022;20.01.2022;kolejowy;paleta;korporacja;Maciej Smagie³;K00510;po³udniowo-zachodni;dolnoœl¹skie;Bystrzyca K³odzka;57-500;Artyku³y biurowe;Magazynowanie;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;46,344;3;0,2;4,6344
2015;PL-2022-088606;niski;04.02.2022;06.02.2022;standardowy;ma³e pude³ko;korporacja;Iwona Rapsiewicz;K01211;wschodni;podkarpackie;Mielec;39-300;Artyku³y biurowe;Papier;Southworth Parchment Paper & Envelopes;13,08;2;0;6,0168
2016;PL-2022-088606;nieokreœlony;04.02.2022;07.02.2022;standardowy;œrednie pude³ko;korporacja;Dariusz Kaczmarek;K01211;wschodni;podkarpackie;Mielec;39-300;Artyku³y biurowe;Magazynowanie;Tennsco Double-Tier Lockers;900,08;4;0;117,0104
2022;PL-2022-087417;œredni;05.04.2022;06.04.2022;kolejowy;paleta;korporacja;Ryszard Romaniuk;K00059;wschodni;œwiêtokrzyskie;Kazimierza Wielka;28-500;Artyku³y biurowe;Papier;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";17,04;3;0;7,668
2023;PL-2022-087417;œredni;05.04.2022;06.04.2022;standardowy;du¿e pude³ko;korporacja;Zbigniew Szpanier;K00059;wschodni;œwiêtokrzyskie;Kazimierza Wielka;28-500;Artyku³y biurowe;Segregatory;JM Magazine Binder;49,53;3;0;23,7744
2030;PL-2022-089276;nieokreœlony;26.02.2022;28.02.2022;standardowy;ma³e pude³ko;biuro;Ewelina Nowacki;K01662;centralny;mazowieckie;Tarczyn;05-555;Artyku³y biurowe;Magazynowanie;Tennsco Lockers, Sand;104,9;5;0;25,176
2031;PL-2022-086276;niski;25.05.2022;28.05.2022;ekspresowy;ma³e pude³ko;biuro;Roman Paku³a;K00256;centralny;mazowieckie;Przytyk;26-650;Artyku³y biurowe;Segregatory;Aluminum Screw Posts;61,04;4;0;30,52
2056;PL-2022-090667;nieokreœlony;29.04.2022;30.04.2022;standardowy;opakowanie;biuro;Kazimierz Po³owniak;K01298;centralny;³ódzkie;Mas³owice;97-515;Technologia;Akcesoria;Microsoft Wireless Mobile Mouse 4000;199,95;5;0;63,984
2057;PL-2022-089803;œredni;12.04.2022;13.04.2022;standardowy;worek;biuro;Ewa Szczuka;K02837;pó³nocno-zachodni;wielkopolskie;Konin;62-500;Meble;Krzes³a;Hon GuestStacker Chair;1586,69;7;0;412,5394
2058;PL-2022-089803;krytyczny;12.04.2022;13.04.2022;standardowy;opakowanie;biuro;Krzysztof Pa³czyñski;K02837;pó³nocno-zachodni;wielkopolskie;Konin;62-500;Technologia;Akcesoria;Logitech Gaming G510s - Keyboard;84,99;1;0;30,5964
2060;PL-2022-090673;œredni;11.10.2022;13.10.2022;ekspresowy;worek;biuro;Pawe³ Krumin;K00123;wschodni;lubelskie;Obsza;23-413;Artyku³y biurowe;£¹czniki;Staples;11,34;3;0;5,2164
2062;PL-2022-086785;wysoki;10.07.2022;12.07.2022;kolejowy;paleta;biuro;Tomasz Zawadzka;K01121;centralny;mazowieckie;Pionki;26-670;Artyku³y biurowe;Segregatory;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";15,968;2;0,2;5,3892
2063;PL-2022-086785;niski;10.07.2022;12.07.2022;standardowy;du¿e pude³ko;biuro;Bogdan Kucharski;K01116;po³udniowo-zachodni;dolnoœl¹skie;Oleœnica;56-400;Artyku³y biurowe;Papier;Xerox 1952;64,74;13;0;30,4278
2064;PL-2022-086785;nieokreœlony;10.07.2022;11.07.2022;standardowy;ma³e pude³ko;biuro;Ewelina Koz³owska;K01116;po³udniowo-zachodni;dolnoœl¹skie;Oleœnica;56-400;Artyku³y biurowe;Segregatory;Fellowes Twister Kit, Gray/Clear, 3/pkg;19,296;3;0,2;6,03
2065;PL-2022-086785;krytyczny;10.07.2022;12.07.2022;kolejowy;paleta;biuro;Tomasz Kmiecik;K01116;po³udniowo-zachodni;dolnoœl¹skie;Oleœnica;56-400;Artyku³y biurowe;Magazynowanie;Tennsco Regal Shelving Units;405,64;4;0;12,1692
2071;PL-2022-088867;niski;26.09.2022;26.09.2022;standardowy;worek;biuro;Wies³aw Maziarz;K01961;wschodni;œwiêtokrzyskie;Sêdziszów;28-340;Artyku³y biurowe;Segregatory;GBC Instant Report Kit;1,941;1;0,7;-1,294
2073;PL-2022-090690;œredni;03.08.2022;04.08.2022;standardowy;ma³e pude³ko;biuro;Jan Porêbski;K02191;wschodni;œwiêtokrzyskie;Zawichost;27-630;Artyku³y biurowe;Segregatory;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;7,312;2;0,2;2,5592
2074;PL-2022-090690;niski;03.08.2022;04.08.2022;standardowy;ma³e pude³ko;biuro;Renata Grunwald;K02191;wschodni;œwiêtokrzyskie;Zawichost;27-630;Technologia;Akcesoria;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;59,97;3;0;13,7931
2075;PL-2022-090690;krytyczny;03.08.2022;04.08.2022;ekspresowy;ma³e pude³ko;biuro;Piotr Pryba;K02192;pó³nocno-zachodni;zachodniopomorskie;Iñsko;73-140;Technologia;Telefony;Plantronics CS 50-USB - headset - Convertible, Monaural;761,544;7;0,2;66,6351
2076;PL-2022-089772;niski;08.03.2022;10.03.2022;standardowy;opakowanie;korporacja;Ilona Piesiak;K00833;po³udniowo-zachodni;opolskie;Otmuchów;48-385;Meble;Umeblowanie;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;58,2;3;0;28,518
2077;PL-2022-089772;nieokreœlony;08.03.2022;09.03.2022;standardowy;du¿e pude³ko;korporacja;Edward Nies³uchowski;K00833;po³udniowo-zachodni;opolskie;Otmuchów;48-385;Artyku³y biurowe;Papier;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;39,9;5;0;19,95
2078;PL-2022-089569;krytyczny;13.07.2022;15.07.2022;kolejowy;wielkie pud³o;korporacja;Micha³ Wilczyñski;K03239;pó³nocny;warmiñsko-mazurskie;Ostróda;14-100;Artyku³y biurowe;Urz¹dzenia;Fellowes Basic Home/Office Series Surge Protectors;90,86;7;0;26,3494
2079;PL-2022-014241;niski;16.06.2022;17.06.2022;standardowy;worek;biuro;Danuta Wilk;K02190;wschodni;podkarpackie;Rzeszów;35-020;Artyku³y biurowe;Papier;Xerox 1939;94,85;5;0;45,528
2095;PL-2022-087142;nieokreœlony;08.04.2022;08.04.2022;standardowy;œrednie pude³ko;ma³a firma;Robert Hermanowicz;K00930;centralny;mazowieckie;Roœciszewo;09-204;Artyku³y biurowe;Sztuka;Newell 349;13,12;5;0,2;1,476
2097;PL-2022-090617;niski;16.08.2022;18.08.2022;standardowy;ma³e pude³ko;osoba fizyczna;Wies³awa Bluma;K01683;centralny;mazowieckie;T³uszcz;05-240;Artyku³y biurowe;Sztuka;Boston KS Multi-Size Manual Pencil Sharpener;91,96;4;0;25,7488
2109;PL-2022-085892;krytyczny;28.06.2022;30.06.2022;standardowy;opakowanie;biuro;Jan Sawczyszyn;K01494;po³udniowy;ma³opolskie;Pleœna;33-171;Artyku³y biurowe;Segregatory;GBC DocuBind P100 Manual Binding Machine;398,352;3;0,2;124,485
2112;PL-2022-090246;nieokreœlony;18.02.2022;19.02.2022;standardowy;ma³e pude³ko;ma³a firma;Renata Berdzik;K00819;po³udniowy;ma³opolskie;Olkusz;32-300;Meble;Krzes³a;Global Fabric Manager's Chair, Dark Gray;323,136;4;0,2;20,196
2113;PL-2022-090246;œredni;18.02.2022;20.02.2022;standardowy;ma³e pude³ko;ma³a firma;Wies³aw Nowak;K00820;pó³nocny;kujawsko-pomorskie;Je¿ewo;86-131;Artyku³y biurowe;Zaopatrzenie;Acme Tagit Stainless Steel Antibacterial Scissors;29,7;3;0;8,019
2114;PL-2022-086858;œredni;15.07.2022;16.07.2022;standardowy;ma³e pude³ko;biuro;Ilona Marciniak;K01853;pó³nocny;warmiñsko-mazurskie;Koz³owo;11-731;Technologia;Telefony;Polycom SoundStation2 EX Conference phone;1295,84;4;0,2;145,782
2115;PL-2022-088709;nieokreœlony;19.02.2022;20.02.2022;standardowy;ma³e pude³ko;korporacja;Maria Szczêsna;K02713;pó³nocno-zachodni;zachodniopomorskie;Myœlibórz;74-300;Artyku³y biurowe;Magazynowanie;Mobile Personal File Cube;46,84;2;0;12,6468
2116;PL-2022-090689;nieokreœlony;16.06.2022;17.06.2022;standardowy;worek;biuro;Zbigniew Bia³czak;K02192;pó³nocno-zachodni;zachodniopomorskie;Iñsko;73-140;Meble;Rega³y;DMI Eclipse Executive Suite Bookcases;425,833;1;0,15;20,0392
2120;PL-2022-000006;niski;22.02.2022;23.02.2022;standardowy;opakowanie;korporacja;Jadwiga Sa³achub;K02867;po³udniowy;œl¹skie;Ruda Œl¹ska;41-710;Artyku³y biurowe;Segregatory;GBC DocuBind TL200 Manual Binding Machine;895,92;5;0,2;302,373
2121;PL-2022-087479;wysoki;14.02.2022;16.02.2022;standardowy;ma³e pude³ko;biuro;Ryszard WoŸniak;K03375;pó³nocno-zachodni;lubuskie;Siedlisko;67-100;Artyku³y biurowe;Segregatory;Zipper Ring Binder Pockets;2,808;3;0,7;-1,9656
2134;PL-2022-088939;niski;25.10.2022;27.10.2022;kolejowy;wielkie pud³o;korporacja;Grzegorz Ma³ecki;K00380;pó³nocny;warmiñsko-mazurskie;Grodziczno;13-324;Artyku³y biurowe;Segregatory;Fellowes PB200 Plastic Comb Binding Machine;152,991;3;0,7;-122,3928
2146;PL-2022-089015;œredni;03.12.2022;04.12.2022;kolejowy;paleta;ma³a firma;Tadeusz Barwinek;K01025;pó³nocny;kujawsko-pomorskie;Zbójno;87-645;Meble;Krzes³a;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;422,058;3;0,3;-18,0882
2147;PL-2022-089015;niski;03.12.2022;06.12.2022;standardowy;du¿e pude³ko;ma³a firma;Dariusz Lubczyk;K01025;pó³nocny;kujawsko-pomorskie;Zbójno;87-645;Artyku³y biurowe;Segregatory;GBC Wire Binding Strips;38,088;4;0,7;-27,9312
2148;PL-2022-089015;wysoki;03.12.2022;03.12.2022;standardowy;ma³e pude³ko;ma³a firma;Micha³ Brodowski;K01025;pó³nocny;kujawsko-pomorskie;Zbójno;87-645;Artyku³y biurowe;Magazynowanie;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;254,352;6;0,2;-50,8704
2149;PL-2022-090444;nieokreœlony;01.09.2022;02.09.2022;standardowy;ma³e pude³ko;korporacja;Sylwia Bakun;K00753;pó³nocno-zachodni;lubuskie;Dobiegniew;66-520;Meble;Umeblowanie;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;43,31;1;0;4,331
2152;PL-2022-087332;wysoki;22.05.2022;25.05.2022;standardowy;ma³e pude³ko;ma³a firma;Ma³ogorzata Krysztofik;K03109;pó³nocny;warmiñsko-mazurskie;Orzysz;12-250;Technologia;Akcesoria;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;111,79;7;0;43,5981
2171;PL-2022-088459;niski;18.10.2022;18.10.2022;standardowy;opakowanie;korporacja;Lucyna Iwañski;K02400;wschodni;œwiêtokrzyskie;Ostrowiec Œwiêtokrzyski;27-400;Technologia;Telefony;JBL Micro Wireless Portable Bluetooth Speaker;107,982;3;0,4;-26,9955
2178;PL-2022-086719;krytyczny;07.09.2022;08.09.2022;kolejowy;wielkie pud³o;korporacja;S³awomir Twardowski;K00245;pó³nocno-zachodni;zachodniopomorskie;Moryñ;74-503;Artyku³y biurowe;Segregatory;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";41,72;5;0,2;13,0375
2179;PL-2022-089399;œredni;10.01.2022;10.01.2022;standardowy;ma³e pude³ko;osoba fizyczna;Janusz Poniecki;K02718;pó³nocny;pomorskie;Szemud;84-217;Artyku³y biurowe;Papier;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";71,6;8;0;32,936
2180;PL-2022-090704;wysoki;21.07.2022;24.07.2022;kolejowy;wielkie pud³o;ma³a firma;Monika Przygudzki;K00433;po³udniowo-zachodni;dolnoœl¹skie;Karpacz;58-540;Artyku³y biurowe;Segregatory;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";85,232;7;0,2;30,8966
2181;PL-2022-090704;nieokreœlony;21.07.2022;22.07.2022;standardowy;ma³e pude³ko;ma³a firma;Justyna Bednarek;K00436;wschodni;lubelskie;Borzechów;24-224;Artyku³y biurowe;Etykiety;Alphabetical Labels for Top Tab Filing;44,4;3;0;22,2
2184;PL-2022-089424;nieokreœlony;02.09.2022;02.09.2022;standardowy;opakowanie;korporacja;Zbigniew Korall;K03072;wschodni;podkarpackie;Radomyœl Wielki;39-310;Technologia;Akcesoria;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;199,95;5;0;21,9945
2185;PL-2022-087746;niski;16.03.2022;17.03.2022;kolejowy;wielkie pud³o;ma³a firma;Ewelina Erbacher;K00479;wschodni;podkarpackie;Grodzisko Dolne;37-306;Meble;Umeblowanie;Staple-based wall hangings;63,68;8;0;28,0192
2193;PL-2022-085958;wysoki;11.01.2022;13.01.2022;ekspresowy;œrednie pude³ko;biuro;Jan Zieliñska;K02281;pó³nocny;kujawsko-pomorskie;Szubin;89-200;Artyku³y biurowe;Urz¹dzenia;Holmes HEPA Air Purifier;65,34;3;0;22,869
2196;PL-2022-090779;niski;13.05.2022;14.05.2022;standardowy;du¿e pude³ko;korporacja;Norbert Daœko;K01796;centralny;mazowieckie;Radom;26-610;Technologia;Akcesoria;Kingston Digital DataTraveler 16GB USB 2.0;44,75;5;0;8,5025
2197;PL-2022-090779;œredni;13.05.2022;15.05.2022;standardowy;ma³e pude³ko;korporacja;Krzysztof Bociarski;K01796;centralny;mazowieckie;Radom;26-610;Artyku³y biurowe;Sztuka;Newell 343;4,704;2;0,2;0,4116
2206;PL-2022-086971;wysoki;16.02.2022;17.02.2022;standardowy;ma³e pude³ko;osoba fizyczna;Stanis³aw Pi¹tkowski;K01574;wschodni;podkarpackie;Krosno;38-400;Artyku³y biurowe;Sztuka;Boston Model 1800 Electric Pencil Sharpener, Gray;67,56;3;0,2;8,445
2207;PL-2022-086198;niski;01.03.2022;03.03.2022;ekspresowy;ma³e pude³ko;korporacja;Jan Rewkowski;K00555;wschodni;podkarpackie;Narol;37-610;Artyku³y biurowe;Segregatory;Acco D-Ring Binder w/DublLock;29,932;7;0,8;-46,3946
2215;PL-2022-087472;niski;16.07.2022;17.07.2022;standardowy;opakowanie;osoba fizyczna;Grzegorz Muraszka;K02092;pó³nocno-zachodni;zachodniopomorskie;Trzciñsko-Zdrój;74-510;Artyku³y biurowe;Segregatory;Storex Dura Pro Binders;61,776;13;0,2;20,8494
2224;PL-2022-088888;nieokreœlony;06.12.2022;10.12.2022;ekspresowy;worek;osoba fizyczna;Stanis³aw Skowroñska;K00568;wschodni;podlaskie;Korycin;16-140;Meble;Krzes³a;Global Low Back Tilter Chair;70,686;1;0,3;-24,2352
2225;PL-2022-088607;œredni;08.03.2022;12.03.2022;standardowy;ma³e pude³ko;korporacja;Marek Biliñski;K01211;wschodni;podkarpackie;Mielec;39-300;Artyku³y biurowe;Papier;Xerox 1991;54,816;3;0,2;17,8152
2233;PL-2022-089489;nieokreœlony;31.03.2022;03.04.2022;standardowy;ma³e pude³ko;ma³a firma;Gra¿yna Matu³ojæ;K02741;pó³nocno-zachodni;wielkopolskie;Golina;62-590;Artyku³y biurowe;Magazynowanie;Recycled Steel Personal File for Hanging File Folders;228,92;5;0,2;14,3075
2244;PL-2022-090782;œredni;19.12.2022;21.12.2022;standardowy;ma³e pude³ko;korporacja;Andrzej Karaœkiewicz;K01796;centralny;mazowieckie;Radom;26-610;Artyku³y biurowe;Sztuka;Newell 344;5,56;2;0;1,4456
2247;PL-2022-086616;wysoki;06.04.2022;08.04.2022;standardowy;ma³e pude³ko;korporacja;W³adys³aw Janiak;K02265;po³udniowy;œl¹skie;Chorzów;41-500;Technologia;Telefony;Mitel MiVoice 5330e IP Phone;659,976;3;0,2;49,4982
2255;PL-2022-086944;œredni;11.04.2022;12.04.2022;standardowy;ma³e pude³ko;biuro;Jan Czerwiñska;K02017;centralny;mazowieckie;Jedlnia-Letnisko;26-630;Artyku³y biurowe;Urz¹dzenia;Holmes HEPA Air Purifier;43,56;2;0;15,246
2256;PL-2022-086944;krytyczny;11.04.2022;13.04.2022;ekspresowy;worek;biuro;Janina Szurko;K02018;po³udniowo-zachodni;dolnoœl¹skie;Kunice;59-216;Technologia;Telefony;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;437,85;3;0;131,355
2262;PL-2022-089001;wysoki;09.08.2022;11.08.2022;standardowy;ma³e pude³ko;korporacja;Barbara Figurska;K02484;wschodni;lubelskie;Tyszowce;22-630;Technologia;Akcesoria;Imation Bio 8GB USB Flash Drive Imation Corp;166,24;1;0;24,936
2266;PL-2022-087564;wysoki;29.04.2022;29.04.2022;ekspresowy;opakowanie;osoba fizyczna;Artur K³oda;K02795;wschodni;œwiêtokrzyskie;Szyd³ów;28-225;Artyku³y biurowe;Segregatory;"ACCOHIDE 3-Ring Binder, Blue, 1""";8,26;2;0;3,8822
2272;PL-2022-087355;wysoki;15.05.2022;17.05.2022;standardowy;ma³e pude³ko;ma³a firma;Danuta Sroczyñska;K00365;pó³nocny;warmiñsko-mazurskie;Sêpopol;11-210;Artyku³y biurowe;Magazynowanie;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;199,74;6;0;47,9376
2273;PL-2022-087355;krytyczny;15.05.2022;17.05.2022;kolejowy;paleta;ma³a firma;Ma³gorzata Gi¿ycki;K00364;wschodni;lubelskie;Sosnówka;21-518;Meble;Umeblowanie;Deflect-o Glass Clear Studded Chair Mats;435,26;7;0;95,7572
2274;PL-2022-087355;niski;15.05.2022;16.05.2022;ekspresowy;ma³e pude³ko;ma³a firma;Agnieszka Kalinowski;K00362;centralny;³ódzkie;Burzenin;98-260;Technologia;Kopiarki;Canon PC1060 Personal Laser Copier;1119,984;2;0,2;377,9946
2280;PL-2022-090563;wysoki;20.01.2022;20.01.2022;standardowy;ma³e pude³ko;ma³a firma;Tomasz Jarczak;K02313;pó³nocno-zachodni;wielkopolskie;Kazimierz Biskupi;62-530;Meble;Krzes³a;Novimex Fabric Task Chair;97,568;2;0,2;-6,098
2281;PL-2022-090623;nieokreœlony;13.05.2022;14.05.2022;standardowy;opakowanie;osoba fizyczna;Leszek Taramas;K01718;pó³nocno-zachodni;wielkopolskie;L¹dek;62-406;Meble;Krzes³a;Global Super Steno Chair;614,272;8;0,2;-23,0352
2282;PL-2022-088089;œredni;08.06.2022;10.06.2022;standardowy;ma³e pude³ko;ma³a firma;Andrzej Hnat;K00443;pó³nocny;kujawsko-pomorskie;Nowe;86-170;Meble;Rega³y;Bestar Classic Bookcase;199,98;2;0;37,9962
2283;PL-2022-088654;nieokreœlony;25.03.2022;26.03.2022;ekspresowy;ma³e pude³ko;korporacja;Katarzyna Kaleta;K00576;po³udniowy;œl¹skie;Myszków;42-300;Artyku³y biurowe;Papier;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;48,16;7;0;22,1536
2284;PL-2022-088654;krytyczny;25.03.2022;27.03.2022;standardowy;worek;korporacja;Andrzej Banaœkiewicz;K00576;po³udniowy;œl¹skie;Myszków;42-300;Technologia;Telefony;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;23,92;2;0;6,6976
2294;PL-2022-090831;wysoki;06.10.2022;09.10.2022;ekspresowy;ma³e pude³ko;ma³a firma;Tomasz Sobstyl;K00178;wschodni;œwiêtokrzyskie;Pierzchnica;26-015;Technologia;Telefony;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;4,95;1;0;1,3365
2295;PL-2022-090831;nieokreœlony;06.10.2022;08.10.2022;standardowy;du¿e pude³ko;ma³a firma;Alicja Hryciów;K00178;wschodni;œwiêtokrzyskie;Pierzchnica;26-015;Meble;Umeblowanie;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";181,95;3;0;38,2095
2296;PL-2022-090831;nieokreœlony;06.10.2022;08.10.2022;kolejowy;wielkie pud³o;ma³a firma;Agata Macio³ek;K00178;wschodni;œwiêtokrzyskie;Pierzchnica;26-015;Artyku³y biurowe;Papier;Avoid Verbal Orders Carbonless Minifold Book;13,52;4;0;6,2192
2299;PL-2022-087354;wysoki;11.04.2022;14.04.2022;kolejowy;wielkie pud³o;ma³a firma;Marek Ko³atkiewicz;K00367;wschodni;lubelskie;W³odawa;22-200;Technologia;Akcesoria;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;1399,93;7;0;601,9699
2300;PL-2022-089313;nieokreœlony;06.12.2022;08.12.2022;kolejowy;wielkie pud³o;korporacja;Rados³aw Tomczak;K02442;po³udniowo-zachodni;dolnoœl¹skie;Mietków;55-080;Technologia;Telefony;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;503,96;4;0;125,99
2302;PL-2022-088586;œredni;17.10.2022;20.10.2022;standardowy;ma³e pude³ko;biuro;Ewelina Wojtczak;K01927;pó³nocny;warmiñsko-mazurskie;Barczewo;11-010;Artyku³y biurowe;Segregatory;Avery Durable Binders;11,52;4;0;5,6448
2312;PL-2022-090849;krytyczny;05.09.2022;06.09.2022;standardowy;ma³e pude³ko;biuro;Rajmund Rajska;K00939;po³udniowo-zachodni;dolnoœl¹skie;Sobótka;55-050;Artyku³y biurowe;Sztuka;Newell 319;15,872;1;0,2;1,984
2313;PL-2022-089493;wysoki;01.04.2022;03.04.2022;standardowy;du¿e pude³ko;ma³a firma;Mariusz Kondalski;K01676;po³udniowy;ma³opolskie;Kamienica;32-075;Artyku³y biurowe;Magazynowanie;Fellowes Officeware Wire Shelving;215,592;3;0,2;-48,5082
2320;PL-2022-088013;œredni;01.11.2022;01.11.2022;kolejowy;paleta;korporacja;Miros³aw D¹brówka;K01492;centralny;³ódzkie;BrzeŸnio;98-275;Artyku³y biurowe;Urz¹dzenia;Belkin Premiere Surge Master II 8-outlet surge protector;194,32;4;0;56,3528
2321;PL-2022-088013;niski;01.11.2022;03.11.2022;standardowy;ma³e pude³ko;korporacja;£ukasz Pawlik;K01492;centralny;³ódzkie;BrzeŸnio;98-275;Technologia;Akcesoria;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;265,93;7;0;63,8232
