Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
2275;PL-2021-090005;niski;27.07.2021;31.07.2021;ekspresowy;ma³e pude³ko;biuro;Zenon Drobiñski;K01988;po³udniowy;œl¹skie;Che³m Œl¹ski;41-403;Meble;Sto³y;Bevis Round Conference Room Tables and Bases;143,432;1;0,2;3,5858
2276;PL-2021-086477;nieokreœlony;11.02.2021;12.02.2021;ekspresowy;ma³e pude³ko;ma³a firma;Monika Mularczyk;K03030;po³udniowy;œl¹skie;Gaszowice;44-293;Meble;Krzes³a;Global Deluxe Stacking Chair, Gray;122,352;3;0,2;13,7646
2277;PL-2021-086477;krytyczny;11.02.2021;14.02.2021;standardowy;ma³e pude³ko;ma³a firma;Danuta Kania;K03030;po³udniowy;œl¹skie;Gaszowice;44-293;Artyku³y biurowe;Magazynowanie;SAFCO Commercial Wire Shelving, 72h;306,2;5;0;0
2278;PL-2021-087895;œredni;28.02.2021;01.03.2021;standardowy;ma³e pude³ko;biuro;Katarzyna Krystowczyk;K02099;wschodni;podkarpackie;Pysznica;37-403;Meble;Sto³y;KI Adjustable-Height Table;85,98;1;0;22,3548
2288;PL-2021-089838;krytyczny;30.06.2021;04.07.2021;ekspresowy;worek;korporacja;Robert Biela;K03268;pó³nocny;kujawsko-pomorskie;Soœno;89-412;Artyku³y biurowe;Urz¹dzenia;Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags;17,48;5;0,2;1,311
2289;PL-2021-089838;niski;30.06.2021;07.07.2021;kolejowy;paleta;korporacja;Marek Stempieñ;K03267;po³udniowy;ma³opolskie;Koszyce;32-130;Artyku³y biurowe;Sztuka;Newell 351;16,4;5;0;4,756
2290;PL-2021-089600;niski;26.09.2021;27.09.2021;ekspresowy;worek;osoba fizyczna;Jerzy Pomorski;K01360;centralny;mazowieckie;Siennica;05-190;Meble;Sto³y;Balt Solid Wood Round Tables;892,98;2;0;80,3682
2291;PL-2021-089600;œredni;26.09.2021;26.09.2021;standardowy;œrednie pude³ko;osoba fizyczna;Iwona Polak;K01360;centralny;mazowieckie;Siennica;05-190;Technologia;Telefony;Pyle PMP37LED;287,97;3;0;77,7519
2292;PL-2021-088199;wysoki;27.08.2021;28.08.2021;kolejowy;wielkie pud³o;osoba fizyczna;Wiktoria Mucek;K00618;po³udniowy;ma³opolskie;Gdów;32-420;Meble;Umeblowanie;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";595,38;6;0;297,69
2293;PL-2021-088199;nieokreœlony;27.08.2021;28.08.2021;standardowy;ma³e pude³ko;osoba fizyczna;Janusz Góral;K00618;po³udniowy;ma³opolskie;Gdów;32-420;Artyku³y biurowe;Papier;Xerox 2;12,96;2;0;6,2208
2301;PL-2021-090686;œredni;07.07.2021;09.07.2021;ekspresowy;ma³e pude³ko;biuro;Marika Wójcik;K02192;pó³nocno-zachodni;zachodniopomorskie;Iñsko;73-140;Artyku³y biurowe;Segregatory;Storex DuraTech Recycled Plastic Frosted Binders;12,72;3;0;6,36
2306;PL-2021-087800;wysoki;20.01.2021;21.01.2021;kolejowy;paleta;biuro;Grzegorz Kijko;K03304;centralny;³ódzkie;Czastary;98-410;Meble;Rega³y;Bush Westfield Collection Bookcases, Fully Assembled;141,372;2;0,3;-14,1372
2311;PL-2021-086449;nieokreœlony;15.04.2021;17.04.2021;standardowy;worek;korporacja;Józef Leœniewska;K03191;po³udniowo-zachodni;opolskie;Bierawa;47-240;Artyku³y biurowe;Sztuka;Boston 16801 Nautilus Battery Pencil Sharpener;88,04;5;0,2;6,603
2327;PL-2021-090852;wysoki;13.04.2021;15.04.2021;kolejowy;wielkie pud³o;biuro;Adam Marszewski;K03197;pó³nocny;warmiñsko-mazurskie;M³ynary;14-420;Meble;Rega³y;Bush Westfield Collection Bookcases, Medium Cherry Finish;46,384;1;0,2;1,1596
2328;PL-2021-090852;œredni;13.04.2021;16.04.2021;ekspresowy;œrednie pude³ko;biuro;Jan Makarewicz;K03197;pó³nocny;warmiñsko-mazurskie;M³ynary;14-420;Artyku³y biurowe;Papier;Xerox 1967;12,96;2;0;6,2208
2329;PL-2021-090852;niski;13.04.2021;14.04.2021;standardowy;worek;biuro;Miros³aw Kuœwik;K03197;pó³nocny;warmiñsko-mazurskie;M³ynary;14-420;Artyku³y biurowe;Koperty;Wausau Papers Astrobrights Colored Envelopes;14,352;3;0,2;5,2026
2332;PL-2021-086170;nieokreœlony;12.12.2021;14.12.2021;kolejowy;wielkie pud³o;osoba fizyczna;Grzegorz Go³êbiewski;K02352;pó³nocny;pomorskie;Przechlewo;77-320;Artyku³y biurowe;Papier;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";41,7;5;0;20,85
2334;PL-2021-090863;wysoki;11.08.2021;11.08.2021;standardowy;worek;ma³a firma;Krystyna Handke;K02425;pó³nocno-zachodni;wielkopolskie;Ksi¹¿ Wielkopolski;63-130;Artyku³y biurowe;Papier;Xerox 196;5,78;1;0;2,8322
2335;PL-2021-090863;niski;11.08.2021;12.08.2021;standardowy;worek;ma³a firma;Bernadeta Danielewicz;K02426;wschodni;œwiêtokrzyskie;Starachowice;27-200;Artyku³y biurowe;Urz¹dzenia;Holmes Odor Grabber;69,216;6;0,2;11,2476
2345;PL-2021-086456;wysoki;21.01.2021;22.01.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Gra¿yna Kosmalska;K02851;po³udniowy;ma³opolskie;Wieliczka;32-020;Artyku³y biurowe;Urz¹dzenia;Belkin 5 Outlet SurgeMaster Power Centers;490,32;9;0;137,2896
2348;PL-2021-090878;wysoki;09.03.2021;10.03.2021;standardowy;opakowanie;korporacja;Ewa Faryniarz;K02596;pó³nocny;kujawsko-pomorskie;Bukowiec;86-320;Meble;Sto³y;Hon Non-Folding Utility Tables;557,585;5;0,3;0
2352;PL-2021-090150;wysoki;10.05.2021;10.05.2021;standardowy;ma³e pude³ko;korporacja;Bogdan Goryñ;K02285;wschodni;lubelskie;Ryki;08-500;Artyku³y biurowe;Urz¹dzenia;Fellowes Advanced Computer Series Surge Protectors;79,47;3;0;22,2516
2357;PL-2021-090890;œredni;25.07.2021;26.07.2021;standardowy;ma³e pude³ko;biuro;Kamil D¹browska;K01986;pó³nocny;pomorskie;Koœcierzyna;83-400;Technologia;Maszyny;Lexmark S315 Color Inkjet Printer;239,976;3;0,2;80,9919
2383;PL-2021-087211;niski;08.07.2021;09.07.2021;standardowy;ma³e pude³ko;korporacja;Janusz Pasternacki;K02525;centralny;mazowieckie;Wiœniewo;06-521;Artyku³y biurowe;Urz¹dzenia;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;176,04;4;0;45,7704
2384;PL-2021-087211;krytyczny;08.07.2021;10.07.2021;standardowy;worek;korporacja;Miros³awa Socha;K02525;centralny;mazowieckie;Wiœniewo;06-521;Artyku³y biurowe;Sztuka;Staples in misc. colors;16,02;9;0;4,4856
2385;PL-2021-090913;niski;15.11.2021;16.11.2021;kolejowy;wielkie pud³o;korporacja;Ma³gorzata Gromek;K00552;pó³nocno-zachodni;wielkopolskie;Duszniki;64-550;Artyku³y biurowe;Segregatory;Avery Arch Ring Binders;185,92;4;0,2;62,748
2386;PL-2021-087121;wysoki;03.01.2021;10.01.2021;ekspresowy;worek;osoba fizyczna;Jadwiga W¹troba;K02033;wschodni;podlaskie;Zab³udów;16-060;Technologia;Telefony;Clearsounds A400;211,168;4;0,2;15,8376
2389;PL-2021-088986;niski;10.04.2021;11.04.2021;standardowy;ma³e pude³ko;osoba fizyczna;Stanis³aw Wasiak;K01343;wschodni;œwiêtokrzyskie;Kielce;25-258;Artyku³y biurowe;Segregatory;Recycled Premium Regency Composition Covers;24,448;2;0,2;8,8624
2390;PL-2021-089115;krytyczny;22.10.2021;24.10.2021;standardowy;ma³e pude³ko;ma³a firma;Maria Krasnostawski;K01281;po³udniowo-zachodni;dolnoœl¹skie;Je¿ów Sudecki;58-521;Artyku³y biurowe;Papier;Xerox 219;6,48;1;0;3,1104
2395;PL-2021-088595;wysoki;04.08.2021;05.08.2021;ekspresowy;ma³e pude³ko;korporacja;Edmund Mosejczuk;K03354;pó³nocny;warmiñsko-mazurskie;Pieniê¿no;14-520;Technologia;Akcesoria;Imation Clip USB flash drive - 8 GB;37,6;2;0;2,256
2400;PL-2021-090919;nieokreœlony;11.10.2021;12.10.2021;standardowy;ma³e pude³ko;ma³a firma;Liliana Jedliñski;K00374;po³udniowy;œl¹skie;Bytom;41-906;Artyku³y biurowe;Magazynowanie;Fellowes Officeware Wire Shelving;628,81;7;0;12,5762
2401;PL-2021-090919;nieokreœlony;11.10.2021;13.10.2021;standardowy;opakowanie;ma³a firma;Wojciech Szczepaniak;K00374;po³udniowy;œl¹skie;Bytom;41-906;Artyku³y biurowe;Magazynowanie;X-Rack File for Hanging Folders;56,45;5;0;14,677
2403;PL-2021-088637;krytyczny;17.05.2021;17.05.2021;standardowy;ma³e pude³ko;ma³a firma;Lech Bakalarczyk;K01023;pó³nocno-zachodni;zachodniopomorskie;Kozielice;74-200;Artyku³y biurowe;Koperty;Staple envelope;28,4;5;0;13,348
2408;PL-2021-090928;œredni;20.02.2021;25.02.2021;standardowy;ma³e pude³ko;korporacja;Zbigniew Nowakowska;K02626;wschodni;podkarpackie;Ulanów;37-410;Artyku³y biurowe;Sztuka;Staples in misc. colors;24,2;5;0;7,986
2409;PL-2021-090928;nieokreœlony;20.02.2021;25.02.2021;kolejowy;paleta;korporacja;Mariusz Szafrañski;K02626;wschodni;podkarpackie;Ulanów;37-410;Technologia;Telefony;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;359,976;3;0,2;130,4913
2413;PL-2021-087410;wysoki;12.06.2021;14.06.2021;standardowy;ma³e pude³ko;ma³a firma;Ewelina Krata;K00060;po³udniowy;ma³opolskie;Kêty;32-650;Artyku³y biurowe;Papier;Xerox 1974;11,96;2;0;5,8604
2414;PL-2021-087410;krytyczny;12.06.2021;14.06.2021;standardowy;worek;ma³a firma;Danuta Majdosz;K00060;po³udniowy;ma³opolskie;Kêty;32-650;Meble;Sto³y;Bevis Boat-Shaped Conference Table;629,064;3;0,2;31,4532
2423;PL-2021-090636;wysoki;03.10.2021;05.10.2021;kolejowy;wielkie pud³o;biuro;Jacek Ko³osowska;K01888;pó³nocno-zachodni;lubuskie;Lubiszyn;66-433;Artyku³y biurowe;Papier;Adams Telephone Message Books, 5 1/4” x 11”;9,664;2;0,2;3,2616
2430;PL-2021-087656;wysoki;04.03.2021;06.03.2021;standardowy;ma³e pude³ko;korporacja;Beata Chrystofiak;K00024;po³udniowy;œl¹skie;Porêba;42-480;Meble;Umeblowanie;Stacking Tray, Side-Loading, Legal, Smoke;12,544;7;0,6;-9,0944
2433;PL-2021-086231;nieokreœlony;01.05.2021;08.05.2021;standardowy;ma³e pude³ko;ma³a firma;Kazimierz Soska;K02805;wschodni;lubelskie;Siedliszcze;22-145;Meble;Krzes³a;Iceberg Nesting Folding Chair, 19w x 6d x 43h;366,786;7;0,1;65,2064
2434;PL-2021-086231;nieokreœlony;01.05.2021;10.05.2021;kolejowy;paleta;ma³a firma;Marcin Lewandowski;K02806;po³udniowy;ma³opolskie;£ukowica;34-606;Technologia;Telefony;Spigen Samsung Galaxy S5 Case Wallet;54,368;4;0,2;4,0776
2441;PL-2021-088209;wysoki;26.04.2021;28.04.2021;kolejowy;paleta;osoba fizyczna;Henryk Antochowski;K00101;po³udniowy;ma³opolskie;Mucharz;34-106;Technologia;Telefony;AT&T 841000 Phone;345;5;0;86,25
2443;PL-2021-089134;niski;22.06.2021;23.06.2021;standardowy;ma³e pude³ko;biuro;Andrzej Lewusz;K03218;centralny;mazowieckie;Bie¿uñ;09-320;Artyku³y biurowe;Urz¹dzenia;Eureka Sanitaire  Commercial Upright;662,84;4;0;172,3384
2450;PL-2021-087919;nieokreœlony;22.04.2021;23.04.2021;ekspresowy;ma³e pude³ko;biuro;Marcin Kwiatkowski;K02545;wschodni;podlaskie;Narew;17-210;Artyku³y biurowe;Segregatory;Cardinal Holdit Data Disk Pockets;29,12;5;0,2;9,828
2451;PL-2021-087919;krytyczny;22.04.2021;24.04.2021;standardowy;du¿e pude³ko;biuro;Maria Pajor;K02545;wschodni;podlaskie;Narew;17-210;Artyku³y biurowe;Etykiety;Avery 496;18,75;5;0;9
2462;PL-2021-089476;niski;23.01.2021;24.01.2021;kolejowy;paleta;osoba fizyczna;Joanna Oleksiak;K01667;po³udniowo-zachodni;opolskie;Lasowice Wielkie;46-282;Artyku³y biurowe;Segregatory;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";98,352;3;0,2;34,4232
2473;PL-2021-090451;nieokreœlony;21.08.2021;23.08.2021;standardowy;ma³e pude³ko;korporacja;Tomasz Garbowska;K00448;wschodni;podkarpackie;Komañcza;38-543;Artyku³y biurowe;Urz¹dzenia;Fellowes Mighty 8 Compact Surge Protector;64,864;4;0,2;6,4864
2474;PL-2021-090451;œredni;21.08.2021;21.08.2021;standardowy;ma³e pude³ko;korporacja;Jaros³aw Wiatr;K00448;wschodni;podkarpackie;Komañcza;38-543;Meble;Krzes³a;Global Deluxe High-Back Office Chair in Storm;217,584;2;0,2;-29,9178
2476;PL-2021-090883;krytyczny;18.11.2021;18.11.2021;standardowy;ma³e pude³ko;ma³a firma;Dariusz Jasina;K01241;po³udniowy;ma³opolskie;Su³kowice;34-125;Artyku³y biurowe;Etykiety;Avery 50;87,71;7;0;41,2237
2481;PL-2021-089689;nieokreœlony;03.01.2021;04.01.2021;standardowy;ma³e pude³ko;biuro;Krzysztof Ogrodnik;K01346;pó³nocno-zachodni;lubuskie;Nowogród Bobrzañski;66-010;Artyku³y biurowe;Magazynowanie;Safco Industrial Wire Shelving;153,584;2;0,2;-32,6366
2499;PL-2021-090423;nieokreœlony;01.05.2021;02.05.2021;standardowy;ma³e pude³ko;osoba fizyczna;Andrzej Syrnyk;K01538;wschodni;podlaskie;Rutka-Tartak;16-406;Artyku³y biurowe;Segregatory;GBC Personal VeloBind Strips;9,584;1;0,2;3,3544
2500;PL-2021-090423;œredni;01.05.2021;03.05.2021;kolejowy;wielkie pud³o;osoba fizyczna;El¿bieta Sobczyñski;K01538;wschodni;podlaskie;Rutka-Tartak;16-406;Artyku³y biurowe;Koperty;#10 White Business Envelopes,4 1/8 x 9 1/2;37,608;3;0,2;12,6927
2501;PL-2021-087320;œredni;19.08.2021;21.08.2021;standardowy;ma³e pude³ko;korporacja;Piotr Majewski;K02854;po³udniowo-zachodni;dolnoœl¹skie;Leœna;57-343;Artyku³y biurowe;Papier;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";12,224;2;0,2;4,4312
2504;PL-2021-086425;wysoki;16.09.2021;17.09.2021;kolejowy;paleta;biuro;Agnieszka Jastrzêbska;K01074;po³udniowo-zachodni;dolnoœl¹skie;Zgorzelec;59-900;Artyku³y biurowe;Etykiety;Avery 52;7,38;2;0;3,4686
2506;PL-2021-090949;œredni;07.04.2021;08.04.2021;standardowy;œrednie pude³ko;biuro;Danuta Piekarz;K03025;centralny;mazowieckie;Mordy;08-140;Artyku³y biurowe;Zaopatrzenie;High Speed Automatic Electric Letter Opener;8187,65;5;0;327,506
2507;PL-2021-090949;niski;07.04.2021;09.04.2021;standardowy;ma³e pude³ko;biuro;Rafa³ Baczyñska;K03025;centralny;mazowieckie;Mordy;08-140;Meble;Umeblowanie;Staple-based wall hangings;77,92;8;0;34,2848
2508;PL-2021-090949;œredni;07.04.2021;09.04.2021;standardowy;ma³e pude³ko;biuro;Stanis³aw Zió³kowska;K03026;po³udniowo-zachodni;dolnoœl¹skie;Milicz;56-300;Artyku³y biurowe;Urz¹dzenia;Belkin 8 Outlet Surge Protector;32,784;4;0,8;-85,2384
2509;PL-2021-089058;krytyczny;22.05.2021;23.05.2021;standardowy;ma³e pude³ko;biuro;Karol Bogoniowski;K02423;pó³nocno-zachodni;wielkopolskie;Ksi¹¿ Wielkopolski;63-130;Technologia;Telefony;Panasonic KX TS3282B Corded phone;196,776;3;0,2;14,7582
2510;PL-2021-089058;niski;22.05.2021;23.05.2021;standardowy;ma³e pude³ko;biuro;Stefan Pytloch;K02423;pó³nocno-zachodni;wielkopolskie;Ksi¹¿ Wielkopolski;63-130;Technologia;Akcesoria;Logitech G13 Programmable Gameboard with LCD Display;479,94;6;0;52,7934
2515;PL-2021-089264;œredni;04.08.2021;06.08.2021;standardowy;worek;ma³a firma;Teresa Skowyra;K00823;centralny;mazowieckie;Halinów;05-074;Meble;Krzes³a;Global Chrome Stack Chair;47,992;2;0,3;-2,0568
2516;PL-2021-089951;œredni;06.12.2021;08.12.2021;standardowy;opakowanie;korporacja;Ewa Pêdziwiatr;K01777;po³udniowy;œl¹skie;Ha¿lach;43-419;Artyku³y biurowe;Magazynowanie;Economy Rollaway Files;264,32;2;0,2;19,824
2517;PL-2021-086082;niski;30.10.2021;01.11.2021;standardowy;worek;korporacja;Grzegorz Nowicki;K01237;pó³nocny;warmiñsko-mazurskie;Bartoszyce;11-200;Artyku³y biurowe;Koperty;Ames Color-File Green Diamond Border X-ray Mailers;604,656;9;0,2;204,0714
2518;PL-2021-090748;wysoki;16.08.2021;18.08.2021;kolejowy;wielkie pud³o;osoba fizyczna;Lech Miksza;K01479;centralny;³ódzkie;Lutomiersk;95-083;Meble;Umeblowanie;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;129,93;3;0;12,993
2520;PL-2021-090764;œredni;06.07.2021;07.07.2021;standardowy;ma³e pude³ko;biuro;Renata Sima;K02023;wschodni;podlaskie;Kleszczele;17-250;Artyku³y biurowe;Etykiety;Avery 508;29,46;6;0;14,4354
2528;PL-2021-089486;nieokreœlony;23.08.2021;26.08.2021;standardowy;opakowanie;ma³a firma;El¿bieta Beca;K02741;pó³nocno-zachodni;wielkopolskie;Golina;62-590;Artyku³y biurowe;Segregatory;Fellowes Twister Kit, Gray/Clear, 3/pkg;9,648;6;0,8;-16,884
2536;PL-2021-090956;niski;17.09.2021;18.09.2021;standardowy;opakowanie;osoba fizyczna;Marian Czernicki;K02639;wschodni;œwiêtokrzyskie;Chêciny;26-060;Technologia;Akcesoria;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;46,32;4;0;18,0648
2537;PL-2021-090956;niski;17.09.2021;18.09.2021;standardowy;ma³e pude³ko;osoba fizyczna;Danuta Makowski;K02639;wschodni;œwiêtokrzyskie;Chêciny;26-060;Meble;Krzes³a;High-Back Leather Manager's Chair;181,986;2;0,3;-54,5958
2545;PL-2021-088672;œredni;06.09.2021;10.09.2021;standardowy;opakowanie;ma³a firma;Kazimiera Stoma;K00772;centralny;mazowieckie;Ostrów Mazowiecka;07-300;Artyku³y biurowe;Etykiety;Avery 52;14,76;4;0;6,9372
2546;PL-2021-088672;wysoki;06.09.2021;08.09.2021;kolejowy;paleta;ma³a firma;Micha³ Smyk;K00771;po³udniowy;ma³opolskie;Trzciana;32-733;Artyku³y biurowe;Magazynowanie;"Belkin 19"" Vented Equipment Shelf, Black";205,92;4;0;2,0592
2567;PL-2021-089012;wysoki;17.09.2021;17.09.2021;standardowy;ma³e pude³ko;ma³a firma;Krystyna Banaœ;K01026;wschodni;podkarpackie;Nowy ¯migród;38-230;Artyku³y biurowe;Segregatory;GBC Standard Plastic Binding Systems' Combs;25,12;5;0,2;7,85
2581;PL-2021-090034;krytyczny;08.04.2021;10.04.2021;ekspresowy;ma³e pude³ko;ma³a firma;Aneta Wiœniewska;K00017;po³udniowo-zachodni;dolnoœl¹skie;G³uszyca;58-340;Artyku³y biurowe;Papier;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";19,44;3;0;9,3312
2585;PL-2021-088072;nieokreœlony;28.08.2021;28.08.2021;standardowy;ma³e pude³ko;osoba fizyczna;Grzegorz Zygan;K02752;centralny;mazowieckie;Rzewnie;06-225;Technologia;Telefony;Jabra SPEAK 410;187,98;2;0;52,6344
2586;PL-2021-090019;œredni;12.11.2021;14.11.2021;standardowy;ma³e pude³ko;osoba fizyczna;Piotr Mieczkowska;K02890;wschodni;œwiêtokrzyskie;Szyd³ów;28-225;Artyku³y biurowe;Koperty;#10 Gummed Flap White Envelopes, 100/Box;6,608;2;0,2;2,1476
2594;PL-2021-087996;nieokreœlony;13.08.2021;17.08.2021;standardowy;ma³e pude³ko;biuro;El¿bieta Krajczyñski;K01606;wschodni;podkarpackie;Korczyna;38-420;Artyku³y biurowe;Segregatory;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";327,84;8;0;157,3632
2597;PL-2021-090979;krytyczny;14.04.2021;15.04.2021;kolejowy;paleta;biuro;Tomasz Choiñski;K01103;pó³nocny;pomorskie;S³upsk;76-200;Technologia;Telefony;Plantronics Calisto P620-M USB Wireless Speakerphone System;587,97;3;0;158,7519
2598;PL-2021-090979;niski;14.04.2021;16.04.2021;standardowy;opakowanie;biuro;Krystyna Strzelecki;K01103;pó³nocny;pomorskie;S³upsk;76-200;Artyku³y biurowe;Magazynowanie;Tennsco 6- and 18-Compartment Lockers;530,34;2;0;95,4612
2602;PL-2021-090375;wysoki;26.02.2021;27.02.2021;kolejowy;paleta;biuro;Agnieszka Nowak;K03333;po³udniowy;ma³opolskie;Pleœna;33-171;Artyku³y biurowe;Papier;Easy-staple paper;14,94;3;0;7,0218
2603;PL-2021-090375;niski;26.02.2021;27.02.2021;standardowy;ma³e pude³ko;biuro;Dariusz Bañkowska;K03333;po³udniowy;ma³opolskie;Pleœna;33-171;Technologia;Maszyny;Panasonic KX MC6040 Color Laser Multifunction Printer;1349,85;3;0;364,4595
2607;PL-2021-088229;krytyczny;27.09.2021;29.09.2021;kolejowy;wielkie pud³o;korporacja;Rafa³ B¹czkowski;K02048;po³udniowo-zachodni;dolnoœl¹skie;Dziadowa K³oda;56-400;Artyku³y biurowe;Sztuka;Berol Giant Pencil Sharpener;16,99;1;0;4,9271
2608;PL-2021-088229;wysoki;27.09.2021;28.09.2021;standardowy;ma³e pude³ko;korporacja;Zbigniew Sychowski;K02048;po³udniowo-zachodni;dolnoœl¹skie;Dziadowa K³oda;56-400;Technologia;Akcesoria;KeyTronic KT400U2 - Keyboard - Black;24,672;3;0,2;0
2612;PL-2021-088464;krytyczny;09.06.2021;11.06.2021;standardowy;ma³e pude³ko;korporacja;Adam Budynek;K01080;pó³nocno-zachodni;zachodniopomorskie;Œwieszyno;75-016;Artyku³y biurowe;Papier;Southworth 25% Cotton Granite Paper & Envelopes;15,696;3;0,2;5,1012
2613;PL-2021-088464;œredni;09.06.2021;11.06.2021;standardowy;œrednie pude³ko;korporacja;Jerzy Tyczka;K01080;pó³nocno-zachodni;zachodniopomorskie;Œwieszyno;75-016;Meble;Umeblowanie;Master Caster Door Stop, Brown;6,096;3;0,6;-3,9624
2614;PL-2021-088464;œredni;09.06.2021;11.06.2021;standardowy;opakowanie;korporacja;Hanna Krêciejewski;K01080;pó³nocno-zachodni;zachodniopomorskie;Œwieszyno;75-016;Meble;Krzes³a;Global Stack Chair without Arms, Black;41,568;2;0,2;2,598
2625;PL-2021-089237;œredni;12.04.2021;14.04.2021;standardowy;ma³e pude³ko;korporacja;El¿bieta Ró¿ycki;K00204;wschodni;lubelskie;Lublin;20-864;Technologia;Telefony;Polycom CX600 IP Phone VoIP phone;2399,6;8;0;647,892
2626;PL-2021-089237;nieokreœlony;12.04.2021;13.04.2021;standardowy;œrednie pude³ko;korporacja;Monika Goszczyñski;K00204;wschodni;lubelskie;Lublin;20-864;Artyku³y biurowe;Koperty;Globe Weis Peel & Seel First Class Envelopes;63,9;5;0;28,755
2627;PL-2021-089237;œredni;12.04.2021;14.04.2021;ekspresowy;ma³e pude³ko;korporacja;Jadwiga Miœciur;K00204;wschodni;lubelskie;Lublin;20-864;Technologia;Telefony;i.Sound Portable Power - 8000 mAh;52,99;1;0;0,5299
2636;PL-2021-090923;niski;13.02.2021;15.02.2021;standardowy;du¿e pude³ko;biuro;Hanna Zbytek;K00663;centralny;mazowieckie;Sucho¿ebry;08-125;Artyku³y biurowe;Segregatory;Wilson Jones Turn Tabs Binder Tool for Ring Binders;7,23;5;0,7;-5,784
2638;PL-2021-088497;wysoki;17.09.2021;19.09.2021;standardowy;ma³e pude³ko;korporacja;Sylwia Kopczyñski;K01545;wschodni;lubelskie;Józefów nad Wis³¹;24-340;Artyku³y biurowe;Papier;TOPS Voice Message Log Book, Flash Format;19,04;4;0;9,3296
2648;PL-2021-087498;krytyczny;19.06.2021;20.06.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Waldemar GoŸdzialski;K01551;pó³nocno-zachodni;lubuskie;Oœno Lubuskie;69-220;Artyku³y biurowe;Papier;Xerox 2000;12,96;2;0;6,2208
2649;PL-2021-087498;krytyczny;19.06.2021;20.06.2021;ekspresowy;ma³e pude³ko;osoba fizyczna;Stanis³aw Sierant;K01552;wschodni;podlaskie;P³aska;16-326;Meble;Umeblowanie;3M Polarizing Task Lamp with Clamp Arm, Light Gray;821,88;6;0;213,6888
2654;PL-2021-087169;niski;15.01.2021;19.01.2021;standardowy;ma³e pude³ko;osoba fizyczna;Stanis³aw Artymowycz;K02779;wschodni;podlaskie;Zbójna;18-416;Artyku³y biurowe;Papier;Green Bar Computer Printout Paper;164,88;3;0;80,7912
2658;PL-2021-089032;krytyczny;24.09.2021;28.09.2021;standardowy;ma³e pude³ko;ma³a firma;Filip Budzyñska;K03188;wschodni;lubelskie;Stary Zamoœæ;22-417;Artyku³y biurowe;Etykiety;Avery 514;14,4;5;0;7,056
2659;PL-2021-089245;niski;08.12.2021;09.12.2021;standardowy;ma³e pude³ko;osoba fizyczna;Ludwik Stachowiak;K02710;po³udniowy;œl¹skie;O¿arowice;42-624;Artyku³y biurowe;Koperty;Convenience Packs of Business Envelopes;10,86;3;0;5,1042
2664;PL-2021-087216;niski;14.03.2021;14.03.2021;standardowy;ma³e pude³ko;korporacja;Ryszard T³oczek;K00250;po³udniowy;ma³opolskie;Czchów;32-860;Artyku³y biurowe;Etykiety;Avery 499;3,984;1;0,2;1,2948
2665;PL-2021-087216;niski;14.03.2021;14.03.2021;ekspresowy;œrednie pude³ko;korporacja;Kazimierz Rejniak;K00251;pó³nocno-zachodni;wielkopolskie;Rawicz;63-900;Meble;Sto³y;Bevis 44 x 96 Conference Tables;370,62;3;0,4;-142,071
2666;PL-2021-087216;wysoki;14.03.2021;16.03.2021;kolejowy;paleta;korporacja;Aleksandra Mróz;K00251;pó³nocno-zachodni;wielkopolskie;Rawicz;63-900;Artyku³y biurowe;Segregatory;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;2,742;2;0,7;-2,0108
2667;PL-2021-087216;krytyczny;14.03.2021;16.03.2021;ekspresowy;worek;korporacja;Maria Kaczmarek;K00251;pó³nocno-zachodni;wielkopolskie;Rawicz;63-900;Technologia;Akcesoria;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;79,512;3;0,2;20,8719
2674;PL-2021-014693;wysoki;11.01.2021;13.01.2021;standardowy;ma³e pude³ko;korporacja;Daniel ŒŒwitoñ;K00894;po³udniowy;œl¹skie;Ruda Œl¹ska;41-710;Artyku³y biurowe;Magazynowanie;Tennsco 6- and 18-Compartment Lockers;1325,85;5;0;238,653
