Nr wiersza;Nr zamówienia;Priorytet zamówienia;Data zamówienia;Data wysy³ki;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Klient;Nr klienta;Region;Województwo;Miasto;Kod pocztowy;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Iloœæ;Rabat procentowy;Zysk
2129;PL-2019-088380;nieokreœlony;20.11.2019;21.11.2019;ekspresowy;ma³e pude³ko;osoba fizyczna;Cezary Wiœniewski;K03086;pó³nocno-zachodni;wielkopolskie;KoŸmin Wielkopolski;63-720;Artyku³y biurowe;Papier;Xerox 1946;20,736;4;0,2;7,2576
2131;PL-2019-090201;nieokreœlony;29.04.2019;29.04.2019;standardowy;ma³e pude³ko;korporacja;Marek Olichwiruk;K00983;centralny;³ódzkie;Widawa;98-170;Artyku³y biurowe;Sztuka;Sanford Colorific Scented Colored Pencils, 12/Pack;38,52;9;0;11,9412
2137;PL-2019-090731;wysoki;06.02.2019;07.02.2019;standardowy;ma³e pude³ko;biuro;Miros³aw Syroka;K01499;pó³nocny;warmiñsko-mazurskie;Korsze;11-430;Meble;Umeblowanie;Eldon Expressions Wood Desk Accessories, Oak;14,76;5;0,6;-11,439
2138;PL-2019-090731;œredni;06.02.2019;07.02.2019;standardowy;ma³e pude³ko;biuro;Mariusz Michalik;K01499;pó³nocny;warmiñsko-mazurskie;Korsze;11-430;Artyku³y biurowe;Segregatory;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;3,656;4;0,8;-5,8496
2139;PL-2019-090731;niski;06.02.2019;07.02.2019;kolejowy;wielkie pud³o;biuro;Jerzy W³odkowski;K01499;pó³nocny;warmiñsko-mazurskie;Korsze;11-430;Artyku³y biurowe;Papier;Tops Green Bar Computer Printout Paper;146,82;3;0;73,41
2157;PL-2019-086846;nieokreœlony;17.06.2019;19.06.2019;standardowy;ma³e pude³ko;biuro;Marzena Kowalik;K01860;centralny;³ódzkie;Czarno¿y³y;98-310;Artyku³y biurowe;Magazynowanie;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;501,81;3;0;0
2160;PL-2019-090766;œredni;08.04.2019;10.04.2019;standardowy;du¿e pude³ko;biuro;Antoni Kowalisko;K03279;centralny;mazowieckie;Nowy Dwór Mazowiecki;05-100;Artyku³y biurowe;Segregatory;"XtraLife ClearVue Slant-D Ring Binder, White, 3""";8,808;3;0,8;-14,9736
2161;PL-2019-090766;krytyczny;08.04.2019;10.04.2019;standardowy;ma³e pude³ko;biuro;Adam Szarzyñska;K03279;centralny;mazowieckie;Nowy Dwór Mazowiecki;05-100;Meble;Umeblowanie;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";79,384;1;0,2;29,769
2162;PL-2019-090766;œredni;08.04.2019;08.04.2019;standardowy;ma³e pude³ko;biuro;Emilia WoŸniak;K03279;centralny;mazowieckie;Nowy Dwór Mazowiecki;05-100;Artyku³y biurowe;Sztuka;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;34,58;1;0;10,0282
2166;PL-2019-090166;krytyczny;12.01.2019;14.01.2019;standardowy;worek;korporacja;Micha³ Wasiszek;K00896;po³udniowo-zachodni;dolnoœl¹skie;Œwiebodzice;58-160;Meble;Umeblowanie;"Tenex ""The Solids"" Textured Chair Mats";139,92;5;0,6;-150,414
2167;PL-2019-090166;niski;12.01.2019;13.01.2019;standardowy;worek;korporacja;Micha³ £awrynowicz;K00896;po³udniowo-zachodni;dolnoœl¹skie;Œwiebodzice;58-160;Artyku³y biurowe;Sztuka;Newell 334;15,872;1;0,2;1,1904
2170;PL-2019-086101;krytyczny;06.02.2019;07.02.2019;standardowy;ma³e pude³ko;ma³a firma;Andrzej KuŸmiñska;K03042;centralny;³ódzkie;Rzeczyca;97-220;Technologia;Akcesoria;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ;71,976;3;0,2;-8,997
2186;PL-2019-086887;œredni;11.10.2019;11.10.2019;standardowy;ma³e pude³ko;osoba fizyczna;Agnieszka Rybowski;K02488;pó³nocno-zachodni;wielkopolskie;Opatówek;62-860;Artyku³y biurowe;Segregatory;GBC Prestige Therm-A-Bind Covers;54,896;2;0,2;18,5274
2187;PL-2019-086887;œredni;11.10.2019;12.10.2019;standardowy;opakowanie;osoba fizyczna;Paulina Wiœniewski;K02488;pó³nocno-zachodni;wielkopolskie;Opatówek;62-860;Technologia;Akcesoria;HP Standard 104 key PS/2 Keyboard;29;2;0;7,25
2194;PL-2019-090771;wysoki;14.02.2019;23.02.2019;standardowy;ma³e pude³ko;ma³a firma;Arkadiusz Olszewski;K00954;centralny;³ódzkie;Inow³ódz;97-215;Artyku³y biurowe;Papier;Xerox 1988;123,92;4;0;55,764
2195;PL-2019-090771;nieokreœlony;14.02.2019;14.02.2019;standardowy;worek;ma³a firma;Halina D¹bkowski;K00954;centralny;³ódzkie;Inow³ódz;97-215;Artyku³y biurowe;Urz¹dzenia;Harmony HEPA Quiet Air Purifiers;35,1;3;0;12,285
2218;PL-2019-087160;wysoki;13.02.2019;14.02.2019;ekspresowy;ma³e pude³ko;osoba fizyczna;Andrzej Wasiak;K02778;wschodni;podlaskie;Hajnówka;17-200;Artyku³y biurowe;Sztuka;Nontoxic Chalk;2,816;2;0,2;0,9856
2219;PL-2019-087160;krytyczny;13.02.2019;14.02.2019;standardowy;ma³e pude³ko;osoba fizyczna;Ewa Pogonowicz;K02778;wschodni;podlaskie;Hajnówka;17-200;Artyku³y biurowe;Segregatory;Zipper Ring Binder Pockets;9,984;4;0,2;3,6192
2227;PL-2019-087935;œredni;30.11.2019;01.12.2019;standardowy;ma³e pude³ko;osoba fizyczna;Stanis³aw Butryn;K03206;centralny;mazowieckie;Serock;05-140;Artyku³y biurowe;£¹czniki;Assorted Color Push Pins;2,896;2;0,2;0,4706
2228;PL-2019-089300;niski;06.10.2019;06.10.2019;standardowy;ma³e pude³ko;osoba fizyczna;Zbigniew Kubacki;K02441;pó³nocno-zachodni;lubuskie;Krosno Odrzañskie;66-600;Technologia;Telefony;Cisco SPA301;124,792;1;0,2;15,599
2229;PL-2019-089300;niski;06.10.2019;08.10.2019;standardowy;opakowanie;osoba fizyczna;Zdzis³aw Czerkawska;K02442;po³udniowo-zachodni;dolnoœl¹skie;Mietków;55-080;Meble;Sto³y;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";330,588;1;0,4;-115,7058
2234;PL-2019-088730;wysoki;05.11.2019;12.11.2019;standardowy;ma³e pude³ko;ma³a firma;Beata PrzeŸdziêk;K01391;centralny;mazowieckie;Z¹bki;05-091;Technologia;Telefony;HTC One;319,968;4;0,2;35,9964
2238;PL-2019-090044;nieokreœlony;29.08.2019;31.08.2019;standardowy;ma³e pude³ko;ma³a firma;Lilla Chloupek;K01005;pó³nocno-zachodni;wielkopolskie;Go³añcz;62-130;Artyku³y biurowe;Zaopatrzenie;Fiskars Home & Office Scissors;44,4;5;0;12,432
2245;PL-2019-086828;nieokreœlony;21.11.2019;23.11.2019;kolejowy;paleta;korporacja;Wies³aw Biñczyk;K01433;pó³nocno-zachodni;zachodniopomorskie;P³oty;72-310;Artyku³y biurowe;£¹czniki;Advantus T-Pin Paper Clips;9,02;2;0;3,5178
2246;PL-2019-086828;œredni;21.11.2019;21.11.2019;kolejowy;paleta;korporacja;Pawe³ £ubiarz;K01433;pó³nocno-zachodni;zachodniopomorskie;P³oty;72-310;Artyku³y biurowe;Urz¹dzenia;Acco Six-Outlet Power Strip, 4' Cord Length;8,62;1;0;2,2412
2248;PL-2019-086447;niski;20.03.2019;20.03.2019;standardowy;œrednie pude³ko;korporacja;Jacek Hnatkowski;K03191;po³udniowo-zachodni;opolskie;Bierawa;47-240;Artyku³y biurowe;Papier;Xerox 1959;13,36;2;0;6,4128
2259;PL-2019-086002;œredni;02.02.2019;04.02.2019;standardowy;worek;korporacja;Robert Nowak;K02137;wschodni;lubelskie;Hrubieszów;22-500;Artyku³y biurowe;Papier;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";18,54;2;0;8,7138
2297;PL-2019-090832;krytyczny;04.10.2019;06.10.2019;kolejowy;wielkie pud³o;korporacja;Szymon ¯ytko;K01112;po³udniowo-zachodni;dolnoœl¹skie;Bolków;59-420;Meble;Umeblowanie;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";259,7;5;0;106,477
2298;PL-2019-090832;œredni;04.10.2019;06.10.2019;kolejowy;paleta;korporacja;Marcin Burzyñska;K01112;po³udniowo-zachodni;dolnoœl¹skie;Bolków;59-420;Technologia;Telefony;Plantronics MX500i Earset;42,95;1;0;1,2885
2303;PL-2019-086544;krytyczny;29.01.2019;30.01.2019;standardowy;worek;korporacja;Marlena D³ugo³êcka;K02979;wschodni;lubelskie;Jeziorzany;21-146;Technologia;Akcesoria;First Data FD10 PIN Pad;316;4;0;31,6
2304;PL-2019-086544;wysoki;29.01.2019;31.01.2019;standardowy;opakowanie;korporacja;Konstanty Koladyñski;K02980;pó³nocny;pomorskie;Sadlinki;82-522;Meble;Krzes³a;Global Ergonomic Managers Chair;723,92;4;0;188,2192
2305;PL-2019-086544;nieokreœlony;29.01.2019;01.02.2019;standardowy;worek;korporacja;El¿bieta Czajkowski;K02980;pó³nocny;pomorskie;Sadlinki;82-522;Artyku³y biurowe;Papier;Easy-staple paper;106,32;3;0;49,9704
2308;PL-2019-089601;wysoki;17.08.2019;18.08.2019;standardowy;ma³e pude³ko;korporacja;Gra¿yna Sypniewicz;K02260;pó³nocny;kujawsko-pomorskie;Kamieñ Krajeñski;89-430;Technologia;Akcesoria;Enermax Aurora Lite Keyboard;390,75;5;0;171,93
2309;PL-2019-089601;niski;17.08.2019;18.08.2019;standardowy;opakowanie;korporacja;Teresa Caban;K02260;pó³nocny;kujawsko-pomorskie;Kamieñ Krajeñski;89-430;Meble;Krzes³a;Global Leather Executive Chair;280,792;1;0,2;35,099
2318;PL-2019-086949;niski;03.05.2019;05.05.2019;standardowy;ma³e pude³ko;korporacja;Pawe³ Skórka;K02394;centralny;³ódzkie;Rawa Mazowiecka;96-200;Artyku³y biurowe;Segregatory;Cardinal Slant-D Ring Binders;60,83;7;0;30,415
2319;PL-2019-086949;krytyczny;03.05.2019;03.05.2019;standardowy;ma³e pude³ko;korporacja;Artur Szczerkowska;K02394;centralny;³ódzkie;Rawa Mazowiecka;96-200;Technologia;Akcesoria;Logitech G35 7.1-Channel Surround Sound Headset;389,97;3;0;132,5898
2324;PL-2019-090103;œredni;29.10.2019;30.10.2019;standardowy;worek;ma³a firma;Katarzyna Jakubowski;K03320;wschodni;podkarpackie;Ustrzyki Dolne;38-700;Artyku³y biurowe;Segregatory;Aluminum Screw Posts;76,3;5;0;38,15
2325;PL-2019-090103;niski;29.10.2019;31.10.2019;ekspresowy;opakowanie;ma³a firma;Eugeniusz Góral;K03320;wschodni;podkarpackie;Ustrzyki Dolne;38-700;Artyku³y biurowe;Segregatory;Ibico Plastic Spiral Binding Combs;364,8;12;0;167,808
2333;PL-2019-090855;œredni;16.08.2019;17.08.2019;standardowy;ma³e pude³ko;osoba fizyczna;Krystyna Panfil;K01156;centralny;³ódzkie;Dobryszyce;97-505;Artyku³y biurowe;Papier;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;277,4;5;0;133,152
2337;PL-2019-090867;krytyczny;07.12.2019;14.12.2019;standardowy;opakowanie;biuro;Marek Czarnecka;K00518;pó³nocno-zachodni;zachodniopomorskie;Stare Czarnowo;74-106;Artyku³y biurowe;Urz¹dzenia;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;426,79;7;0;123,7691
2349;PL-2019-090193;niski;15.12.2019;17.12.2019;kolejowy;paleta;biuro;Wojciech Micewska;K00005;wschodni;lubelskie;Krasnobród;22-440;Artyku³y biurowe;Segregatory;3-ring staple pack;9,024;6;0,2;3,1584
2354;PL-2019-090881;œredni;27.09.2019;27.09.2019;kolejowy;paleta;ma³a firma;Dariusz Seredyñski;K01241;po³udniowy;ma³opolskie;Su³kowice;34-125;Meble;Rega³y;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;1552,831;7;0,15;200,9546
2355;PL-2019-086054;nieokreœlony;27.09.2019;29.09.2019;standardowy;du¿e pude³ko;ma³a firma;Pawe³ Pi³at;K02201;po³udniowy;œl¹skie;Skoczów;43-430;Artyku³y biurowe;Segregatory;GBC Prestige Therm-A-Bind Covers;137,24;5;0,2;46,3185
2370;PL-2019-090891;wysoki;22.10.2019;24.10.2019;standardowy;du¿e pude³ko;biuro;Grzegorz Kêpska;K02117;pó³nocny;kujawsko-pomorskie;Cekcyn;89-511;Artyku³y biurowe;Sztuka;Dixon Ticonderoga Maple Cedar Pencil, #2;4,912;2;0,2;0,307
2371;PL-2019-090891;nieokreœlony;22.10.2019;23.10.2019;standardowy;ma³e pude³ko;biuro;Adam Kar¿anowski;K02117;pó³nocny;kujawsko-pomorskie;Cekcyn;89-511;Technologia;Akcesoria;Hypercom P1300 Pinpad;252;4;0;93,24
2374;PL-2019-086900;niski;30.05.2019;01.06.2019;standardowy;ma³e pude³ko;osoba fizyczna;Kornel Ta³aj;K03154;pó³nocny;warmiñsko-mazurskie;P³oœnica;13-206;Artyku³y biurowe;Papier;Tops Wirebound Message Log Books;23,688;9;0,2;7,6986
2375;PL-2019-087451;nieokreœlony;31.03.2019;01.04.2019;standardowy;ma³e pude³ko;ma³a firma;Robert Szczepañski;K02530;pó³nocny;pomorskie;Sztum;82-400;Meble;Krzes³a;Global Ergonomic Managers Chair;253,372;2;0,3;-14,4784
2376;PL-2019-087451;œredni;31.03.2019;02.04.2019;standardowy;opakowanie;ma³a firma;Henryk Mordal;K02534;pó³nocno-zachodni;lubuskie;Górzyca;69-113;Artyku³y biurowe;£¹czniki;Revere Boxed Rubber Bands by Revere;5,67;3;0;0,1134
2391;PL-2019-088281;krytyczny;03.10.2019;05.10.2019;standardowy;ma³e pude³ko;korporacja;Wioletta Janowicz;K02859;pó³nocny;warmiñsko-mazurskie;Szczytno;12-100;Artyku³y biurowe;Papier;Xerox 1903;41,86;7;0;20,5114
2399;PL-2019-089941;niski;06.08.2019;07.08.2019;standardowy;ma³e pude³ko;osoba fizyczna;Katarzyna Olechnowicz;K01776;centralny;mazowieckie;Bia³obrzegi;05-126;Artyku³y biurowe;Sztuka;Newell 318;16,68;6;0;4,3368
2407;PL-2019-089097;krytyczny;08.12.2019;10.12.2019;ekspresowy;ma³e pude³ko;osoba fizyczna;Adrian Hnatiuk;K02432;po³udniowo-zachodni;opolskie;Lewin Brzeski;49-340;Technologia;Telefony;"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White";79,92;10;0,2;26,973
2417;PL-2019-088319;nieokreœlony;20.02.2019;22.02.2019;kolejowy;paleta;korporacja;Andrzej Burtny;K02499;wschodni;lubelskie;£ukowa;23-412;Technologia;Akcesoria;WD My Passport Ultra 2TB Portable External Hard Drive;595;5;0;95,2
2424;PL-2019-086448;krytyczny;12.10.2019;14.10.2019;standardowy;ma³e pude³ko;korporacja;Marian Krzywicki;K03191;po³udniowo-zachodni;opolskie;Bierawa;47-240;Technologia;Akcesoria;Maxell 4.7GB DVD-R;158,928;7;0,2;41,7186
2425;PL-2019-086926;niski;15.02.2019;16.02.2019;kolejowy;wielkie pud³o;biuro;Anna Ufniarz;K02897;po³udniowo-zachodni;dolnoœl¹skie;Oborniki Œl¹skie;55-120;Artyku³y biurowe;Segregatory;Satellite Sectional Post Binders;13,023;1;0,7;-10,4184
2426;PL-2019-086926;krytyczny;15.02.2019;17.02.2019;standardowy;ma³e pude³ko;biuro;Artur Dutkiewicz;K02897;po³udniowo-zachodni;dolnoœl¹skie;Oborniki Œl¹skie;55-120;Meble;Sto³y;Hon Rectangular Conference Tables;273,06;2;0,4;-104,673
2435;PL-2019-087631;wysoki;21.03.2019;21.03.2019;standardowy;œrednie pude³ko;osoba fizyczna;Urszula Pieróg;K02884;pó³nocny;warmiñsko-mazurskie;Kalinowo;11-500;Artyku³y biurowe;Koperty;Brown Kraft Recycled Envelopes;33,96;2;0;16,98
2436;PL-2019-088627;niski;10.11.2019;15.11.2019;kolejowy;paleta;ma³a firma;Grzegorz Pietruczak;K02880;pó³nocny;kujawsko-pomorskie;Skêpe;87-630;Artyku³y biurowe;Urz¹dzenia;Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room;826,11;3;0;322,1829
2445;PL-2019-087672;krytyczny;27.07.2019;28.07.2019;standardowy;ma³e pude³ko;korporacja;Karol Wojtalik;K00156;po³udniowy;œl¹skie;CzeladŸ;41-250;Artyku³y biurowe;Koperty;Ampad #10 Peel & Seel Holiday Envelopes;26,88;6;0;12,9024
2446;PL-2019-086750;niski;08.01.2019;09.01.2019;standardowy;worek;osoba fizyczna;Renata Kawczyñski;K02418;wschodni;œwiêtokrzyskie;Dzia³oszyce;28-440;Technologia;Telefony;Digium D40 VoIP phone;257,98;2;0;74,8142
2471;PL-2019-090750;nieokreœlony;08.01.2019;09.01.2019;standardowy;opakowanie;osoba fizyczna;Anna Chabaj;K03285;centralny;mazowieckie;Szreñsk;06-550;Meble;Umeblowanie;Eldon Pizzaz Desk Accessories;14,272;8;0,2;4,2816
2472;PL-2019-090750;krytyczny;08.01.2019;10.01.2019;standardowy;ma³e pude³ko;osoba fizyczna;Magdalena Blutka;K03285;centralny;mazowieckie;Szreñsk;06-550;Meble;Rega³y;Sauder Forest Hills Library, Woodland Oak Finish;451,136;4;0,2;-67,6704
2478;PL-2019-086220;niski;21.01.2019;23.01.2019;standardowy;ma³e pude³ko;osoba fizyczna;Halina Ferenc;K03095;centralny;³ódzkie;Zelów;97-425;Meble;Sto³y;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;1322,352;3;0,2;-99,1764
2480;PL-2019-090533;niski;17.10.2019;19.10.2019;standardowy;ma³e pude³ko;biuro;Beata £uszczek;K01632;pó³nocno-zachodni;zachodniopomorskie;Kalisz Pomorski;78-540;Artyku³y biurowe;Zaopatrzenie;Fiskars Spring-Action Scissors;11,184;1;0,2;0,8388
2487;PL-2019-088839;œredni;27.10.2019;28.10.2019;ekspresowy;worek;biuro;Roman Kowalska;K03379;centralny;mazowieckie;Sobolew;08-460;Artyku³y biurowe;Magazynowanie;SAFCO Mobile Desk Side File, Wire Frame;85,52;2;0;22,2352
2489;PL-2019-086189;wysoki;30.01.2019;31.01.2019;ekspresowy;worek;biuro;Kazimierz G³uszko;K00556;pó³nocny;warmiñsko-mazurskie;Mr¹gowo;11-700;Artyku³y biurowe;Papier;Xerox 1959;20,04;3;0;9,6192
2490;PL-2019-086189;krytyczny;30.01.2019;30.01.2019;ekspresowy;du¿e pude³ko;biuro;Anna Lewandowski;K00556;pó³nocny;warmiñsko-mazurskie;Mr¹gowo;11-700;Technologia;Telefony;Jawbone JAMBOX Wireless Bluetooth Speaker;631,96;4;0;303,3408
2492;PL-2019-086331;krytyczny;28.01.2019;30.01.2019;standardowy;œrednie pude³ko;osoba fizyczna;Andrzej £ysko;K01946;centralny;mazowieckie;Andrzejewo;07-305;Artyku³y biurowe;Papier;White GlueTop Scratch Pads;90,24;6;0;41,5104
2493;PL-2019-086331;niski;28.01.2019;30.01.2019;standardowy;ma³e pude³ko;osoba fizyczna;S³awomir Rabêda;K01946;centralny;mazowieckie;Andrzejewo;07-305;Technologia;Telefony;Apple iPhone 5;4548,81;7;0;1228,1787
2498;PL-2019-087525;wysoki;29.10.2019;31.10.2019;standardowy;ma³e pude³ko;ma³a firma;Andrzej Dolak;K00762;po³udniowy;ma³opolskie;Olkusz;32-300;Artyku³y biurowe;Koperty;Cameo Buff Policy Envelopes;124,46;2;0;58,4962
2511;PL-2019-088611;wysoki;09.05.2019;11.05.2019;ekspresowy;worek;osoba fizyczna;Jolanta Chmielecki;K02962;pó³nocny;kujawsko-pomorskie;Obrowo;87-123;Artyku³y biurowe;Magazynowanie;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;1117,92;4;0;55,896
2512;PL-2019-089939;wysoki;24.04.2019;28.04.2019;standardowy;worek;osoba fizyczna;Grzegorz Warcho³;K01777;po³udniowy;œl¹skie;Ha¿lach;43-419;Technologia;Akcesoria;Memorex Froggy Flash Drive 8 GB;106,5;6;0;41,535
2513;PL-2019-090568;krytyczny;05.12.2019;07.12.2019;standardowy;ma³e pude³ko;korporacja;Andrzej B³aszczyk;K01998;centralny;³ódzkie;Dmosin;95-061;Artyku³y biurowe;Segregatory;Premier Elliptical Ring Binder, Black;45,66;5;0,7;-33,484
2521;PL-2019-090291;krytyczny;29.05.2019;31.05.2019;ekspresowy;ma³e pude³ko;korporacja;Wac³aw Adamski;K00371;po³udniowy;œl¹skie;Strumieñ;43-246;Artyku³y biurowe;Urz¹dzenia;Hoover Upright Vacuum With Dirt Cup;868,59;3;0;251,8911
2522;PL-2019-090291;œredni;29.05.2019;31.05.2019;standardowy;œrednie pude³ko;korporacja;Sylwester Poszepczyñski;K00370;pó³nocny;warmiñsko-mazurskie;Mi³om³yn;14-140;Artyku³y biurowe;Papier;Xerox 1999;12,96;2;0;6,2208
2529;PL-2019-088685;wysoki;11.06.2019;13.06.2019;ekspresowy;opakowanie;biuro;W³adys³aw Kanasiuk;K00351;centralny;mazowieckie;Przy³êk;08-460;Artyku³y biurowe;Papier;Xerox 1949;7,968;2;0,2;2,8884
2549;PL-2019-089401;wysoki;06.02.2019;10.02.2019;standardowy;worek;biuro;Jerzy Szuplak;K00960;pó³nocno-zachodni;wielkopolskie;Opalenica;64-330;Technologia;Telefony;Samsung Galaxy S4 Mini;1879,96;5;0,2;211,4955
2553;PL-2019-086077;krytyczny;27.11.2019;28.11.2019;standardowy;œrednie pude³ko;korporacja;Justyna Nowak;K01237;pó³nocny;warmiñsko-mazurskie;Bartoszyce;11-200;Artyku³y biurowe;Segregatory;GBC Imprintable Covers;21,96;2;0;10,7604
2554;PL-2019-086077;œredni;27.11.2019;28.11.2019;ekspresowy;ma³e pude³ko;korporacja;Jaros³aw Zieliñska;K01237;pó³nocny;warmiñsko-mazurskie;Bartoszyce;11-200;Artyku³y biurowe;Papier;Xerox 224;25,92;4;0;12,4416
2555;PL-2019-090962;krytyczny;01.05.2019;02.05.2019;standardowy;ma³e pude³ko;ma³a firma;Bohdan Koz³owska;K00782;centralny;³ódzkie;G³owno;95-015;Technologia;Telefony;HTC One Mini;705,544;7;0,2;70,5544
2556;PL-2019-086547;krytyczny;27.08.2019;29.08.2019;standardowy;ma³e pude³ko;korporacja;Jolanta KoŸluk;K02980;pó³nocny;pomorskie;Sadlinki;82-522;Technologia;Akcesoria;Dell Slim USB Multimedia Keyboard;50;2;0;12
2566;PL-2019-087109;niski;18.09.2019;18.09.2019;standardowy;ma³e pude³ko;biuro;Roman Zalewski;K01068;wschodni;œwiêtokrzyskie;Koprzywnica;27-660;Technologia;Akcesoria;Memorex Froggy Flash Drive 8 GB;71;4;0;27,69
2568;PL-2019-090461;wysoki;03.04.2019;05.04.2019;standardowy;œrednie pude³ko;ma³a firma;Anna Neumann;K03306;wschodni;lubelskie;Konstantynów;21-543;Meble;Sto³y;Hon 94000 Series Round Tables;2665,62;9;0;239,9058
2571;PL-2019-014596;wysoki;12.01.2019;14.01.2019;standardowy;worek;korporacja;Pawe³ Zmarzlik;K00894;po³udniowy;œl¹skie;Ruda Œl¹ska;41-710;Artyku³y biurowe;Sztuka;BIC Brite Liner Highlighters;13,248;4;0,2;3,6432
2582;PL-2019-014596;nieokreœlony;12.01.2019;13.01.2019;standardowy;worek;korporacja;Jacek Æwiok;K00894;po³udniowy;œl¹skie;Ruda Œl¹ska;41-710;Artyku³y biurowe;Papier;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";16,68;2;0;8,34
2587;PL-2019-086966;nieokreœlony;11.08.2019;12.08.2019;standardowy;ma³e pude³ko;osoba fizyczna;Miros³aw Mularczyk;K01574;wschodni;podkarpackie;Krosno;38-400;Artyku³y biurowe;Magazynowanie;Steel Personal Filing/Posting Tote;248,57;7;0;67,1139
2604;PL-2019-088040;wysoki;15.08.2019;17.08.2019;standardowy;ma³e pude³ko;korporacja;Marta Krzy¿anowska;K02058;centralny;mazowieckie;Glinojeck;06-450;Meble;Rega³y;Sauder Inglewood Library Bookcases;136,784;1;0,2;5,1294
2606;PL-2019-086790;nieokreœlony;24.06.2019;25.06.2019;kolejowy;paleta;korporacja;Jerzy ŒŒwiêcicki;K03132;centralny;³ódzkie;Nowa BrzeŸnica;98-331;Artyku³y biurowe;Segregatory;Avery Binder Labels;1,167;1;0,7;-0,8558
2611;PL-2019-090986;krytyczny;26.06.2019;28.06.2019;standardowy;ma³e pude³ko;osoba fizyczna;Janusz Cyunel;K03325;wschodni;œwiêtokrzyskie;Stopnica;28-130;Artyku³y biurowe;Etykiety;Avery 52;5,904;2;0,2;1,9926
2617;PL-2019-090027;niski;19.07.2019;20.07.2019;standardowy;ma³e pude³ko;biuro;Andrzej Psyka³a;K00526;pó³nocno-zachodni;zachodniopomorskie;Koszalin;75-669;Artyku³y biurowe;Etykiety;Avery 498;5,78;2;0;2,7166
2618;PL-2019-090027;niski;19.07.2019;20.07.2019;standardowy;ma³e pude³ko;biuro;Stanis³aw Kaliszan;K00526;pó³nocno-zachodni;zachodniopomorskie;Koszalin;75-669;Artyku³y biurowe;Segregatory;Fellowes Binding Cases;121,68;13;0,2;38,025
2619;PL-2019-090861;nieokreœlony;04.11.2019;04.11.2019;standardowy;du¿e pude³ko;ma³a firma;Maria Batory;K02426;wschodni;œwiêtokrzyskie;Starachowice;27-200;Artyku³y biurowe;Sztuka;Design Ebony Sketching Pencil;4,17;3;0;1,0842
2620;PL-2019-090861;niski;04.11.2019;11.11.2019;standardowy;opakowanie;ma³a firma;Aleksandra Zarzycka;K02426;wschodni;œwiêtokrzyskie;Starachowice;27-200;Technologia;Telefony;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;67,04;4;0,2;6,704
2621;PL-2019-088555;niski;03.08.2019;03.08.2019;standardowy;opakowanie;korporacja;Miros³aw Dymidów;K02071;pó³nocno-zachodni;zachodniopomorskie;Z³ocieniec;78-520;Artyku³y biurowe;Magazynowanie;Eldon Simplefile Box Office;37,32;3;0;10,4496
2622;PL-2019-088555;wysoki;03.08.2019;04.08.2019;standardowy;ma³e pude³ko;korporacja;Arkadiusz Strzelczyk;K02071;pó³nocno-zachodni;zachodniopomorskie;Z³ocieniec;78-520;Artyku³y biurowe;Etykiety;Avery 517;18,45;5;0;8,6715
2624;PL-2019-088555;œredni;03.08.2019;05.08.2019;standardowy;worek;korporacja;Teresa Andrzejewski;K02072;centralny;³ódzkie;Konstantynów £ódzki;95-050;Technologia;Kopiarki;Canon imageCLASS 2200 Advanced Copier;11199,968;4;0,2;3919,9888
2640;PL-2019-088447;œredni;28.02.2019;02.03.2019;standardowy;opakowanie;osoba fizyczna;Mariusz Szymañski;K03063;pó³nocny;warmiñsko-mazurskie;Nidzica;13-100;Artyku³y biurowe;Sztuka;Boston 1730 StandUp Electric Pencil Sharpener;64,14;3;0;16,6764
2641;PL-2019-088447;wysoki;28.02.2019;01.03.2019;standardowy;du¿e pude³ko;osoba fizyczna;Justyna Opoñ;K03063;pó³nocny;warmiñsko-mazurskie;Nidzica;13-100;Meble;Krzes³a;Safco Contoured Stacking Chairs;858,24;4;0,1;143,04
